GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,29,29,3875,4502,0,4376.06,676567.26,174.598003,150.898621,0,0,.559845560,4.60350460,A,A,Group Association- A,A / A,0,0,29,29,4376.06,3875,4502,676567.26,0,0,150.898621,174.598003,0,.559845560,4.60350460
C,C,C,Group Corporate - C,0,0,193,199,3230,3408,0,34053,526074,162.871207,176.440415,0,0,3.72586873,3.83724384,C,C,Corporate Group - C,C / C,0,0,193,199,34053,3230,3408,526074,0,0,176.440415,162.871207,0,3.72586873,3.83724384
D,D,D,Discounts - D,61,116,1214,2196,12306,21631,5628.45,164350.21,1631014.42,132.538146,135.379086,92.2696721,23.5521236,23.4362934,14.6195426,D,D,Discounts - D,D / D,61,5628.45,1214,2196,164350.21,12306,21631,1631014.42,116,92.2696721,135.379086,132.538146,23.5521236,23.4362934,14.6195426
E,E,E,Consortium - E,1,1,101,103,1120,1146,102,18202,196752.35,175.671741,180.217822,102,.386100386,1.94980695,1.33056133,E,E,Consortium - E,E / E,1,102,101,103,18202,1120,1146,196752.35,1,102,180.217822,175.671741,.386100386,1.94980695,1.33056133
G,G,G,Rack - G,5,7,218,259,3808,5090,569,37370.25,703604.8,184.770168,171.423165,113.8,1.93050193,4.20849421,4.52390852,G,G,Rack - G,G / G,5,569,218,259,37370.25,3808,5090,703604.8,7,113.8,171.423165,184.770168,1.93050193,4.20849421,4.52390852
H,H,H,House Use - H,0,0,0,0,1,1,0,1490.26,14430.45,14430.45,0,0,0,0,.001188001,H,H,House Use - H,H / H,0,0,0,0,1490.26,1,1,14430.45,0,0,0,14430.45,0,0,.001188001
K,K,K,Package - K,1,4,43,70,882,1441,135,8672,157766.74,178.873855,201.674419,135,.386100386,.830115830,1.04781705,K,K,Package - K,K / K,1,135,43,70,8672,882,1441,157766.74,4,135,201.674419,178.873855,.386100386,.830115830,1.04781705
L,L,L,Local Corporate - L,0,0,45,45,511,518,0,6537,80223.65,156.993444,145.266667,0,0,.868725869,.607068607,L,L,Local Corporate- L,L / L,0,0,45,45,6537,511,518,80223.65,0,0,145.266667,156.993444,0,.868725869,.607068607
M,M,M,Government/Military - M,1,1,122,135,1286,1512,135,16578,177688.5,138.171462,135.885246,135,.386100386,2.35521236,1.52776953,M,M,Government/Military - M,M / M,1,135,122,135,16578,1286,1512,177688.5,1,135,135.885246,138.171462,.386100386,2.35521236,1.52776953
N,N,N,Complimentary - N,0,0,16,18,1344,1646,0,-195,328.85,.244680060,-12.1875,0,0,.308880309,1.59667360,N,N,Complimentary - N,N / N,0,0,16,18,-195,1344,1646,328.85,0,0,-12.1875,.244680060,0,.308880309,1.59667360
O,O,O,Contract/Other - O,5,5,379,385,7108,7163,510,38658,730077.12,102.712032,102,102,1.93050193,7.31660232,8.44431244,O,O,Contract/Other - O,O / O,5,510,379,385,38658,7108,7163,730077.12,5,102,102,102.712032,1.93050193,7.31660232,8.44431244
P,P,P,National Corporate - P,0,0,241,247,3432,3584,0,39223.39,587569.59,171.203260,162.752656,0,0,4.65250965,4.07722008,P,P,National Corporate- P,P / P,0,0,241,247,39223.39,3432,3584,587569.59,0,0,162.752656,171.203260,0,4.65250965,4.07722008
Q,Q,Q,Group Govt/Military - Q,0,0,512,512,1501,1567,0,67294,194769,129.759494,131.433594,0,0,9.88416988,1.78318978,Q,Q,Group Govt/Military - Q,Q / Q,0,0,512,512,67294,1501,1567,194769,0,0,131.433594,129.759494,0,9.88416988,1.78318978
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.013068013,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.013068013
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.122364122,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.122364122
U,U,U,Group SMERF - U,0,0,310,535,7311,11169,0,53070,969660.33,132.630328,171.193548,0,0,5.98455598,8.68547669,U,U,Group SMERF - U,U / U,0,0,310,535,53070,7311,11169,969660.33,0,0,171.193548,132.630328,0,5.98455598,8.68547669
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001188001,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001188001
W,W,W,Wholesale - W,2,2,61,63,983,1138,354,7208.29,115255.08,117.248301,118.168689,177,.772200772,1.17760618,1.16780517,W,W,Wholesale - W,W / W,2,354,61,63,7208.29,983,1138,115255.08,2,177,118.168689,117.248301,.772200772,1.17760618,1.16780517
