GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,12,12,22,22,2668,3163,1308,2398,461160.2,172.848651,109,109,4.63320463,.772200772,4.59873138,A,A,Group Association- A,A / A,12,1308,22,22,2398,2668,3163,461160.2,12,109,109,172.848651,4.63320463,.772200772,4.59873138
C,C,C,Group Corporate - C,2,2,111,111,2354,2515,249,13748,383525,162.924809,123.855856,124.5,.772200772,3.89610390,4.05750138,C,C,Corporate Group - C,C / C,2,249,111,111,13748,2354,2515,383525,2,124.5,123.855856,162.924809,.772200772,3.89610390,4.05750138
D,D,D,Discounts - D,28,41,374,738,7550,13227,3841.4,46350.16,1008592.19,133.588370,123.930909,137.192857,10.8108108,13.1274131,13.0136514,D,D,Discounts - D,D / D,28,3841.4,374,738,46350.16,7550,13227,1008592.19,41,137.192857,123.930909,133.588370,10.8108108,13.1274131,13.0136514
E,E,E,Consortium - E,6,6,54,54,664,680,824.5,8015.75,119597.65,180.116943,148.439815,137.416667,2.31660232,1.89540190,1.14451186,E,E,Consortium - E,E / E,6,824.5,54,54,8015.75,664,680,119597.65,6,137.416667,148.439815,180.116943,2.31660232,1.89540190,1.14451186
G,G,G,Rack - G,5,10,91,171,2797,3776,658.75,13096.5,532056.25,190.223901,143.917582,131.75,1.93050193,3.19410319,4.82108384,G,G,Rack - G,G / G,5,658.75,91,171,13096.5,2797,3776,532056.25,10,131.75,143.917582,190.223901,1.93050193,3.19410319,4.82108384
H,H,H,House Use - H,0,0,0,0,1,1,0,-392.87,6839.02,6839.02,0,0,0,0,.001723662,H,H,House Use - H,H / H,0,0,0,0,-392.87,1,1,6839.02,0,0,0,6839.02,0,0,.001723662
K,K,K,Package - K,0,0,12,27,710,1149,0,1725,127719.74,179.886958,143.75,0,0,.421200421,1.22380033,K,K,Package - K,K / K,0,0,12,27,1725,710,1149,127719.74,0,0,143.75,179.886958,0,.421200421,1.22380033
L,L,L,Local Corporate - L,0,0,7,7,385,391,0,1001.5,61039.09,158.543091,143.071429,0,0,.245700246,.663610039,L,L,Local Corporate- L,L / L,0,0,7,7,1001.5,385,391,61039.09,0,0,143.071429,158.543091,0,.245700246,.663610039
M,M,M,Government/Military - M,4,4,29,29,898,1055,534,3948,126252,140.592428,136.137931,133.5,1.54440154,1.01790102,1.54784887,M,M,Government/Military - M,M / M,4,534,29,29,3948,898,1055,126252,4,133.5,136.137931,140.592428,1.54440154,1.01790102,1.54784887
N,N,N,Complimentary - N,1,1,22,22,1229,1527,0,0,811.11,.659975590,0,0,.386100386,.772200772,2.11838114,N,N,Complimentary - N,N / N,1,0,22,22,0,1229,1527,811.11,1,0,0,.659975590,.386100386,.772200772,2.11838114
O,O,O,Contract/Other - O,20,20,225,228,4981,5025,2040,23052,512715.12,102.934174,102.453333,102,7.72200772,7.89750790,8.58556260,O,O,Contract/Other - O,O / O,20,2040,225,228,23052,4981,5025,512715.12,20,102,102.453333,102.934174,7.72200772,7.89750790,8.58556260
P,P,P,National Corporate - P,3,3,47,53,2592,2735,473.5,7789.25,451423.03,174.160120,165.728723,157.833333,1.15830116,1.64970165,4.46773304,P,P,National Corporate- P,P / P,3,473.5,47,53,7789.25,2592,2735,451423.03,3,157.833333,165.728723,174.160120,1.15830116,1.64970165,4.46773304
