GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3846,4473,0,0,672191.2,174.776703,0,0,0,0,4.79013576,A,A,Group Association- A,A / A,0,0,0,0,0,3846,4473,672191.2,0,0,0,174.776703,0,0,4.79013576
C,C,C,Group Corporate - C,0,0,152,158,3189,3367,0,27944,519965,163.049545,183.842105,0,0,11.7374517,3.97185204,C,C,Corporate Group - C,C / C,0,0,152,158,27944,3189,3367,519965,0,0,183.842105,163.049545,0,11.7374517,3.97185204
D,D,D,Discounts - D,90,169,376,663,11468,20098,11574.61,55767,1522431.21,132.754727,148.316489,128.606778,34.7490347,29.0347490,14.2832233,D,D,Discounts - D,D / D,90,11574.61,376,663,55767,11468,20098,1522431.21,169,128.606778,148.316489,132.754727,34.7490347,29.0347490,14.2832233
E,E,E,Consortium - E,6,6,10,10,1029,1053,997.5,1732.75,180283.1,175.202235,173.275,166.25,2.31660232,.772200772,1.28160418,E,E,Consortium - E,E / E,6,997.5,10,10,1732.75,1029,1053,180283.1,6,166.25,173.275,175.202235,2.31660232,.772200772,1.28160418
G,G,G,Rack - G,22,25,80,94,3670,4925,2902,14000.95,680235.5,185.350272,175.011875,131.909091,8.49420849,6.17760618,4.57093038,G,G,Rack - G,G / G,22,2902,80,94,14000.95,3670,4925,680235.5,25,131.909091,175.011875,185.350272,8.49420849,6.17760618,4.57093038
H,H,H,House Use - H,0,0,0,0,1,1,0,591.05,13531.24,13531.24,0,0,0,0,.001245485,H,H,House Use - H,H / H,0,0,0,0,591.05,1,1,13531.24,0,0,0,13531.24,0,0,.001245485
K,K,K,Package - K,2,4,13,24,852,1395,380,2717,151811.74,178.182793,209,190,.772200772,1.00386100,1.06115332,K,K,Package - K,K / K,2,380,13,24,2717,852,1395,151811.74,4,190,209,178.182793,.772200772,1.00386100,1.06115332
L,L,L,Local Corporate - L,2,2,14,14,480,487,290,2004,75690.65,157.688854,143.142857,145,.772200772,1.08108108,.597832856,L,L,Local Corporate- L,L / L,2,290,14,14,2004,480,487,75690.65,2,145,143.142857,157.688854,.772200772,1.08108108,.597832856
M,M,M,Government/Military - M,8,10,26,35,1190,1412,1110,3546,164656.5,138.366807,136.384615,138.75,3.08880309,2.00772201,1.48212729,M,M,Government/Military - M,M / M,8,1110,26,35,3546,1190,1412,164656.5,10,138.75,136.384615,138.366807,3.08880309,2.00772201,1.48212729
N,N,N,Complimentary - N,3,3,5,5,1333,1633,0,0,523.85,.392985746,0,0,1.15830116,.386100386,1.66023166,N,N,Complimentary - N,N / N,3,0,5,5,0,1333,1633,523.85,3,0,0,.392985746,1.15830116,.386100386,1.66023166
O,O,O,Contract/Other - O,19,19,99,99,6828,6877,1938,10098,701517.12,102.741230,102,102,7.33590734,7.64478764,8.50417238,O,O,Contract/Other - O,O / O,19,1938,99,99,10098,6828,6877,701517.12,19,102,102,102.741230,7.33590734,7.64478764,8.50417238
