GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,29,29,3875,4502,0,4376.06,676567.26,174.598003,150.898621,0,0,.622050622,4.63200928,A,A,Group Association- A,A / A,0,0,29,29,4376.06,3875,4502,676567.26,0,0,150.898621,174.598003,0,.622050622,4.63200928
C,C,C,Group Corporate - C,0,0,193,199,3230,3408,0,34053,526074,162.871207,176.440415,0,0,4.13985414,3.86100386,C,C,Corporate Group - C,C / C,0,0,193,199,34053,3230,3408,526074,0,0,176.440415,162.871207,0,4.13985414,3.86100386
D,D,D,Discounts - D,59,138,1054,1781,12146,21216,6020.35,148521.88,1615186.09,132.980906,140.912600,102.039831,22.7799228,22.6083226,14.5188089,D,D,Discounts - D,D / D,59,6020.35,1054,1781,148521.88,12146,21216,1615186.09,138,102.039831,140.912600,132.980906,22.7799228,22.6083226,14.5188089
E,E,E,Consortium - E,2,2,100,102,1119,1145,255,18100,196650.35,175.737578,181,127.5,.772200772,2.14500215,1.33760474,E,E,Consortium - E,E / E,2,255,100,102,18100,1119,1145,196650.35,2,127.5,181,175.737578,.772200772,2.14500215,1.33760474
G,G,G,Rack - G,7,7,200,234,3790,5065,849,35307.25,701541.8,185.103377,176.53625,121.285714,2.70270270,4.29000429,4.53040391,G,G,Rack - G,G / G,7,849,200,234,35307.25,3790,5065,701541.8,7,121.285714,176.53625,185.103377,2.70270270,4.29000429,4.53040391
H,H,H,House Use - H,0,0,0,0,1,1,68,1490.26,14430.45,14430.45,0,0,0,0,.001195357,H,H,House Use - H,H / H,0,68,0,0,1490.26,1,1,14430.45,0,0,0,14430.45,0,0,.001195357
K,K,K,Package - K,2,3,40,63,879,1434,285,8237,157331.74,178.989465,205.925,142.5,.772200772,.858000858,1.05071901,K,K,Package - K,K / K,2,285,40,63,8237,879,1434,157331.74,3,142.5,205.925,178.989465,.772200772,.858000858,1.05071901
L,L,L,Local Corporate - L,2,2,45,45,511,518,290,6537,80223.65,156.993444,145.266667,145,.772200772,.965250965,.610827546,L,L,Local Corporate- L,L / L,2,290,45,45,6537,511,518,80223.65,2,145,145.266667,156.993444,.772200772,.965250965,.610827546
M,M,M,Government/Military - M,4,4,119,131,1283,1508,540,16163,177273.5,138.171083,135.823529,135,1.54440154,2.55255255,1.53364333,M,M,Government/Military - M,M / M,4,540,119,131,16163,1283,1508,177273.5,4,135,135.823529,138.171083,1.54440154,2.55255255,1.53364333
N,N,N,Complimentary - N,2,2,15,17,1343,1645,0,-195,328.85,.244862249,-13,0,.772200772,.321750322,1.60536476,N,N,Complimentary - N,N / N,2,0,15,17,-195,1343,1645,328.85,2,0,-13,.244862249,.772200772,.321750322,1.60536476
