GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,900,1213,2646,3141,0,135697.5,463510.2,175.173923,150.775,0,0,16.5471594,5.90532729,A,A,Group Association- A,A / A,0,0,900,1213,135697.5,2646,3141,463510.2,0,0,150.775,175.173923,0,16.5471594,5.90532729
C,C,C,Group Corporate - C,37,40,90,93,2107,2253,4884,11953,351825,166.979117,132.811111,132,14.2857143,1.65471594,4.70239025,C,C,Corporate Group - C,C / C,37,4884,90,93,11953,2107,2253,351825,40,132,132.811111,166.979117,14.2857143,1.65471594,4.70239025
D,D,D,Discounts - D,73,125,624,1072,5243,8913,11487.87,88900.09,730773.98,139.380885,142.468093,157.368082,28.1853282,11.4726972,11.7012967,D,D,Discounts - D,D / D,73,11487.87,624,1072,88900.09,5243,8913,730773.98,125,157.368082,142.468093,139.380885,28.1853282,11.4726972,11.7012967
E,E,E,Consortium - E,4,5,54,57,508,518,705,9711.35,97396.9,191.726181,179.839815,176.25,1.54440154,.992829564,1.13375142,E,E,Consortium - E,E / E,4,705,54,57,9711.35,508,518,97396.9,5,176.25,179.839815,191.726181,1.54440154,.992829564,1.13375142
G,G,G,Rack - G,7,8,133,165,2491,3264,1184.2,25850.09,489690.8,196.584022,194.361579,169.171429,2.70270270,2.44530245,5.55939920,G,G,Rack - G,G / G,7,1184.2,133,165,25850.09,2491,3264,489690.8,8,169.171429,194.361579,196.584022,2.70270270,2.44530245,5.55939920
H,H,H,House Use - H,0,0,0,0,0,0,0,51.29,8981.81,0,0,0,0,0,0,H,H,House Use - H,H / H,0,0,0,0,51.29,0,0,8981.81,0,0,0,0,0,0,0
K,K,K,Package - K,0,0,9,14,639,1025,0,1707,116881.74,182.913521,189.666667,0,0,.165471594,1.42611646,K,K,Package - K,K / K,0,0,9,14,1707,639,1025,116881.74,0,0,189.666667,182.913521,0,.165471594,1.42611646
L,L,L,Local Corporate - L,1,1,9,9,359,365,179,1455,57060.74,158.943565,161.666667,179,.386100386,.165471594,.801214096,L,L,Local Corporate- L,L / L,1,179,9,9,1455,359,365,57060.74,1,179,161.666667,158.943565,.386100386,.165471594,.801214096
M,M,M,Government/Military - M,4,4,46,58,790,941,524,6086,111821,141.545570,132.304348,131,1.54440154,.845743703,1.76311737,M,M,Government/Military - M,M / M,4,524,46,58,6086,790,941,111821,4,131,132.304348,141.545570,1.54440154,.845743703,1.76311737
N,N,N,Complimentary - N,9,9,68,71,1035,1333,0,.01,587.11,.567256039,.000147059,0,3.47490347,1.25022982,2.30990693,N,N,Complimentary - N,N / N,9,0,68,71,.01,1035,1333,587.11,9,0,.000147059,.567256039,3.47490347,1.25022982,2.30990693
O,O,O,Contract/Other - O,32,32,525,531,3876,3906,3264,53652,399546.12,103.082074,102.194286,102,12.3552124,9.65250965,8.65043408,O,O,Contract/Other - O,O / O,32,3264,525,531,53652,3876,3906,399546.12,32,102,102.194286,103.082074,12.3552124,9.65250965,8.65043408
P,P,P,National Corporate - P,7,7,107,109,2356,2480,1134,17657.55,412445.03,175.061558,165.023832,162,2.70270270,1.96727340,5.25810699,P,P,National Corporate- P,P / P,7,1134,107,109,17657.55,2356,2480,412445.03,7,162,165.023832,175.061558,2.70270270,1.96727340,5.25810699
Q,Q,Q,Group Govt/Military - Q,19,20,62,84,473,528,2489,6812,64410,136.173362,109.870968,131,7.33590734,1.13991543,1.05563863,Q,Q,Group Govt/Military - Q,Q / Q,19,2489,62,84,6812,473,528,64410,20,131,109.870968,136.173362,7.33590734,1.13991543,1.05563863
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.024549736,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.024549736
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.229874796,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.229874796
U,U,U,Group SMERF - U,0,0,183,282,3560,6124,0,18145.41,509469.43,143.109390,99.1552459,0,0,3.36458908,7.94518714,U,U,Group SMERF - U,U / U,0,0,183,282,18145.41,3560,6124,509469.43,0,0,99.1552459,143.109390,0,3.36458908,7.94518714
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.002231794,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.002231794
W,W,W,Wholesale - W,1,1,21,21,668,809,179,2445,76414.29,114.392650,116.428571,179,.386100386,.386100386,1.49083849,W,W,Wholesale - W,W / W,1,179,21,21,2445,668,809,76414.29,1,179,116.428571,114.392650,.386100386,.386100386,1.49083849
