GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.279589935,4.13148627,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.279589935,4.13148627
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,.945280256,3.58627859,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,.945280256,3.58627859
D,D,D,Discounts - D,24,63,1271,2461,13940,24769,2471.53,143196.690,1814627.93,130.174170,112.664587,102.980417,9.26640927,16.9218480,14.7863719,D,D,Discounts - D,D / D,24,2471.53,1271,2461,143196.690256410256,13940,24769,1814627.930256410256,63,102.980417,112.664587,130.174170,9.26640927,16.9218480,14.7863719
E,E,E,Consortium - E,0,0,85,91,1214,1246,0,12824,211068.1,173.861697,150.870588,0,0,1.13167355,1.28770843,E,E,Consortium - E,E / E,0,0,85,91,12824,1214,1246,211068.1,0,0,150.870588,173.861697,0,1.13167355,1.28770843
G,G,G,Rack - G,8,14,217,282,4059,5419,970,31177.24,740646.63,182.470222,143.673917,121.25,3.08880309,2.88909599,4.30544359,G,G,Rack - G,G / G,8,970,217,282,31177.24,4059,5419,740646.63,14,121.25,143.673917,182.470222,3.08880309,2.88909599,4.30544359
H,H,H,House Use - H,0,0,0,0,1,1,0,1724.15,14447.48,14447.48,0,0,0,0,.001060715,H,H,House Use - H,H / H,0,0,0,0,1724.15,1,1,14447.48,0,0,0,14447.48,0,0,.001060715
K,K,K,Package - K,4,9,70,140,964,1605,540,10935,170821.74,177.200975,156.214286,135,1.54440154,.931966449,1.02252959,K,K,Package - K,K / K,4,540,70,140,10935,964,1605,170821.74,9,135,156.214286,177.200975,1.54440154,.931966449,1.02252959
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.346158967,.589757733,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.346158967,.589757733
M,M,M,Government/Military - M,0,0,150,171,1449,1695,0,19802,199515.5,137.691856,132.013333,0,0,1.99707096,1.53697654,M,M,Government/Military - M,M / M,0,0,150,171,19802,1449,1695,199515.5,0,0,132.013333,137.691856,0,1.99707096,1.53697654
N,N,N,Complimentary - N,3,3,26,28,1374,1677,0,0,328.85,.239337700,0,0,1.15830116,.346158967,1.45742289,N,N,Complimentary - N,N / N,3,0,26,28,0,1374,1677,328.85,3,0,0,.239337700,1.15830116,.346158967,1.45742289
