GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,147,148,482,486,2228,2414,25865,84487.5,412300.2,185.053950,175.285270,175.952381,56.7567568,31.0167310,5.44450418,A,A,Group Association- A,A / A,147,25865,482,486,84487.5,2228,2414,412300.2,148,175.952381,175.285270,185.053950,56.7567568,31.0167310,5.44450418
C,C,C,Group Corporate - C,2,2,4,4,2021,2164,270,540,340412,168.437407,135,135,.772200772,.257400257,4.93866380,C,C,Corporate Group - C,C / C,2,270,4,4,540,2021,2164,340412,2,135,135,168.437407,.772200772,.257400257,4.93866380
D,D,D,Discounts - D,38,46,140,195,4759,8036,7229.83,23216.25,665090.14,139.754179,165.830357,190.258684,14.6718147,9.00900901,11.6294414,D,D,Discounts - D,D / D,38,7229.83,140,195,23216.25,4759,8036,665090.14,46,190.258684,165.830357,139.754179,14.6718147,9.00900901,11.6294414
E,E,E,Consortium - E,7,7,20,20,474,481,1639.85,3921.55,91607.1,193.263924,196.0775,234.264286,2.70270270,1.28700129,1.15830116,E,E,Consortium - E,E / E,7,1639.85,20,20,3921.55,474,481,91607.1,7,234.264286,196.0775,193.263924,2.70270270,1.28700129,1.15830116
G,G,G,Rack - G,15,18,45,58,2403,3157,3899.2,10077.95,473918.66,197.219584,223.954444,259.946667,5.79150579,2.89575290,5.87214701,G,G,Rack - G,G / G,15,3899.2,45,58,10077.95,2403,3157,473918.66,18,259.946667,223.954444,197.219584,5.79150579,2.89575290,5.87214701
H,H,H,House Use - H,0,0,0,0,0,0,-1099.9,-408.6,8521.92,0,0,0,0,0,0,H,H,House Use - H,H / H,0,-1099.9,0,0,-408.6,0,0,8521.92,0,0,0,0,0,0,0
K,K,K,Package - K,0,0,1,1,631,1012,-50,204,115378.74,182.850618,204,0,0,.064350064,1.54195787,K,K,Package - K,K / K,0,-50,1,1,204,631,1012,115378.74,0,0,204,182.850618,0,.064350064,1.54195787
L,L,L,Local Corporate - L,0,0,1,1,351,357,0,125,55730.74,158.777037,125,0,0,.064350064,.857729339,L,L,Local Corporate- L,L / L,0,0,1,1,125,351,357,55730.74,0,0,125,158.777037,0,.064350064,.857729339
M,M,M,Government/Military - M,5,5,10,10,754,893,675,1330,107065,141.996021,133,135,1.93050193,.643500644,1.84252969,M,M,Government/Military - M,M / M,5,675,10,10,1330,754,893,107065,5,135,133,141.996021,1.93050193,.643500644,1.84252969
N,N,N,Complimentary - N,3,3,16,16,983,1278,0,0,587.1,.597253306,0,0,1.15830116,1.02960103,2.40213088,N,N,Complimentary - N,N / N,3,0,16,16,0,983,1278,587.1,3,0,0,.597253306,1.15830116,1.02960103,2.40213088
O,O,O,Contract/Other - O,25,25,141,141,3492,3516,2550,14280,360174.12,103.142646,101.276596,102,9.65250965,9.07335907,8.53330727,O,O,Contract/Other - O,O / O,25,2550,141,141,14280,3492,3516,360174.12,25,102,101.276596,103.142646,9.65250965,9.07335907,8.53330727
P,P,P,National Corporate - P,8,8,24,26,2273,2397,1384,4047,398834.48,175.466115,168.625,173,3.08880309,1.54440154,5.55446948,P,P,National Corporate- P,P / P,8,1384,24,26,4047,2273,2397,398834.48,8,173,168.625,175.466115,3.08880309,1.54440154,5.55446948
Q,Q,Q,Group Govt/Military - Q,0,0,0,0,411,444,0,0,57598,140.141119,0,0,0,0,1.00434974,Q,Q,Group Govt/Military - Q,Q / Q,0,0,0,0,0,411,444,57598,0,0,0,140.141119,0,0,1.00434974
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.026880407,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.026880407
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.251698353,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.251698353
U,U,U,Group SMERF - U,0,0,95,129,3472,5971,0,9114.41,500438.43,144.135493,95.9411579,0,0,6.11325611,8.48443380,U,U,Group SMERF - U,U / U,0,0,95,129,9114.41,3472,5971,500438.43,0,0,95.9411579,144.135493,0,6.11325611,8.48443380
