GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3874,4501,0,-419,676148.26,174.534915,0,0,0,0,4.32298525,A,A,Group Association- A,A / A,0,0,0,0,-419,3874,4501,676148.26,0,0,0,174.534915,0,0,4.32298525
C,C,C,Group Corporate - C,0,0,23,23,3333,3511,0,2997,540393,162.134113,130.304348,0,0,.807300807,3.71928493,C,C,Corporate Group - C,C / C,0,0,23,23,2997,3333,3511,540393,0,0,130.304348,162.134113,0,.807300807,3.71928493
D,D,D,Discounts - D,18,27,510,887,13179,23195,2415.25,65050.9903,1736482.23,131.761304,127.550961,134.180556,6.94980695,17.9010179,14.7064075,D,D,Discounts - D,D / D,18,2415.25,510,887,65050.990256410256,13179,23195,1736482.230256410256,27,134.180556,127.550961,131.761304,6.94980695,17.9010179,14.7064075
E,E,E,Consortium - E,4,4,41,41,1170,1196,569.5,6897.75,205141.85,175.334915,168.237805,142.375,1.54440154,1.43910144,1.30559957,E,E,Consortium - E,E / E,4,569.5,41,41,6897.75,1170,1196,205141.85,4,142.375,168.237805,175.334915,1.54440154,1.43910144,1.30559957
G,G,G,Rack - G,2,3,93,107,3935,5244,330,15052.24,724521.63,184.122396,161.852043,165,.772200772,3.26430326,4.39105497,G,G,Rack - G,G / G,2,330,93,107,15052.24,3935,5244,724521.63,3,165,161.852043,184.122396,.772200772,3.26430326,4.39105497
H,H,H,House Use - H,0,0,0,0,1,1,0,1009.1,13732.43,13732.43,0,0,0,0,.001115897,H,H,House Use - H,H / H,0,0,0,0,1009.1,1,1,13732.43,0,0,0,13732.43,0,0,.001115897
K,K,K,Package - K,3,7,27,49,921,1514,535,4970,164856.74,178.997546,184.074074,178.333333,1.15830116,.947700948,1.02774120,K,K,Package - K,K / K,3,535,27,49,4970,921,1514,164856.74,7,178.333333,184.074074,178.997546,1.15830116,.947700948,1.02774120
L,L,L,Local Corporate - L,0,0,22,22,552,559,0,3380,87323.65,158.195018,153.636364,0,0,.772200772,.615975182,L,L,Local Corporate- L,L / L,0,0,22,22,3380,552,559,87323.65,0,0,153.636364,158.195018,0,.772200772,.615975182
M,M,M,Government/Military - M,5,6,127,147,1426,1671,685,17072,196785.5,137.998247,134.425197,137,1.93050193,4.45770446,1.59126922,M,M,Government/Military - M,M / M,5,685,127,147,17072,1426,1671,196785.5,6,137,134.425197,137.998247,1.93050193,4.45770446,1.59126922
N,N,N,Complimentary - N,0,0,8,8,1356,1657,0,0,328.85,.242514749,0,0,0,.280800281,1.51315643,N,N,Complimentary - N,N / N,0,0,8,8,0,1356,1657,328.85,0,0,0,.242514749,0,.280800281,1.51315643
O,O,O,Contract/Other - O,23,23,150,150,7345,7401,2346,15300,754353.12,102.702943,102,102,8.88030888,5.26500527,8.19626398,O,O,Contract/Other - O,O / O,23,2346,150,150,15300,7345,7401,754353.12,23,102,102,102.702943,8.88030888,5.26500527,8.19626398
P,P,P,National Corporate - P,12,12,134,134,3628,3780,1905.5,21663.75,619293.34,170.698275,161.669776,158.791667,4.63320463,4.70340470,4.04847457,P,P,National Corporate- P,P / P,12,1905.5,134,134,21663.75,3628,3780,619293.34,12,158.791667,161.669776,170.698275,4.63320463,4.70340470,4.04847457
Q,Q,Q,Group Govt/Military - Q,0,0,368,368,1867,1933,0,49815,244584,131.003749,135.366848,0,0,12.9168129,2.08337983,Q,Q,Group Govt/Military - Q,Q / Q,0,0,368,368,49815,1867,1933,244584,0,0,135.366848,131.003749,0,12.9168129,2.08337983
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.012274868,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.012274868
T,T,T,Group Tour/Travel - T,0,0,47,47,151,183,0,6063,19439,128.735099,129,0,0,1.64970165,.168500458,T,T,Group Tour/Travel - T,T / T,0,0,47,47,6063,151,183,19439,0,0,129,128.735099,0,1.64970165,.168500458
U,U,U,Group SMERF - U,1,2,102,136,7424,11317,99,10468,981327.33,132.183099,102.627451,99,.386100386,3.58020358,8.28441985,U,U,Group SMERF - U,U / U,1,99,102,136,10468,7424,11317,981327.33,2,99,102.627451,132.183099,.386100386,3.58020358,8.28441985
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001115897,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001115897
W,W,W,Wholesale - W,2,2,96,102,1093,1254,243,10081.94,127361.02,116.524263,105.020208,121.5,.772200772,3.36960337,1.21967550,W,W,Wholesale - W,W / W,2,243,96,102,10081.94,1093,1254,127361.02,2,121.5,105.020208,116.524263,.772200772,3.36960337,1.21967550
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
70,86,1748,2221,51267,68931,130.403571,131.236711,138.373319,,9128.25,229401.770,7093984.95,57.2086951,61.3548614,27.0270270,MONTH,Rooms Month to Date,Room Revenue Month to Date
