GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,29,29,3875,4502,0,4376.06,676567.26,174.598003,150.898621,0,0,.589311116,4.61771295,A,A,Group Association- A,A / A,0,0,29,29,4376.06,3875,4502,676567.26,0,0,150.898621,174.598003,0,.589311116,4.61771295
C,C,C,Group Corporate - C,0,0,193,199,3230,3408,0,34053,526074,162.871207,176.440415,0,0,3.92196708,3.84908718,C,C,Corporate Group - C,C / C,0,0,193,199,34053,3230,3408,526074,0,0,176.440415,162.871207,0,3.92196708,3.84908718
D,D,D,Discounts - D,99,299,1153,2080,12245,21515,10199.88,158721.76,1625385.97,132.738748,137.659809,103.029091,38.2239382,23.4301971,14.5919729,D,D,Discounts - D,D / D,99,10199.88,1153,2080,158721.76,12245,21515,1625385.97,299,103.029091,137.659809,132.738748,38.2239382,23.4301971,14.5919729
E,E,E,Consortium - E,0,0,100,102,1119,1145,0,18100,196650.35,175.737578,181,0,0,2.03210730,1.33347633,E,E,Consortium - E,E / E,0,0,100,102,18100,1119,1145,196650.35,0,0,181,175.737578,0,2.03210730,1.33347633
G,G,G,Rack - G,13,18,213,252,3803,5083,1494,36801.25,703035.8,184.863476,172.775822,114.923077,5.01930502,4.32838854,4.53191287,G,G,Rack - G,G / G,13,1494,213,252,36801.25,3803,5083,703035.8,18,114.923077,172.775822,184.863476,5.01930502,4.32838854,4.53191287
H,H,H,House Use - H,0,0,0,0,1,1,0,1490.26,14430.45,14430.45,0,0,0,0,.001191668,H,H,House Use - H,H / H,0,0,0,0,1490.26,1,1,14430.45,0,0,0,14430.45,0,0,.001191668
K,K,K,Package - K,2,3,42,66,881,1437,300,8537,157631.74,178.923655,203.261905,150,.772200772,.853485064,1.04985938,K,K,Package - K,K / K,2,300,42,66,8537,881,1437,157631.74,3,150,203.261905,178.923655,.772200772,.853485064,1.04985938
L,L,L,Local Corporate - L,0,0,45,45,511,518,0,6537,80223.65,156.993444,145.266667,0,0,.914448283,.608942276,L,L,Local Corporate- L,L / L,0,0,45,45,6537,511,518,80223.65,0,0,145.266667,156.993444,0,.914448283,.608942276
M,M,M,Government/Military - M,2,3,121,134,1285,1511,280,16443,177553.5,138.173930,135.892562,140,.772200772,2.45884983,1.53129320,M,M,Government/Military - M,M / M,2,280,121,134,16443,1285,1511,177553.5,3,140,135.892562,138.173930,.772200772,2.45884983,1.53129320
N,N,N,Complimentary - N,1,1,16,18,1344,1646,0,-195,328.85,.244680060,-12.1875,0,.386100386,.325137167,1.60160160,N,N,Complimentary - N,N / N,1,0,16,18,-195,1344,1646,328.85,1,0,-12.1875,.244680060,.386100386,.325137167,1.60160160
