GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2646,3141,-1790,-4391,458762.2,173.379516,0,0,0,0,4.86486486,A,A,Group Association- A,A / A,0,-1790,0,0,-4391,2646,3141,458762.2,0,0,0,173.379516,0,0,4.86486486
C,C,C,Group Corporate - C,0,0,0,0,2243,2404,0,0,369777,164.858226,0,0,0,0,4.12391984,C,C,Corporate Group - C,C / C,0,0,0,0,0,2243,2404,369777,0,0,0,164.858226,0,0,4.12391984
D,D,D,Discounts - D,70,130,1464,2711,7010,12150,8745.74,173673.98,944347.27,134.714304,118.629768,124.939143,27.0270270,20.1875345,12.8883986,D,D,Discounts - D,D / D,70,8745.74,1464,2711,173673.98,7010,12150,944347.27,130,124.939143,118.629768,134.714304,27.0270270,20.1875345,12.8883986
E,E,E,Consortium - E,3,3,80,80,598,614,442,10889,110115.65,184.139883,136.1125,147.333333,1.15830116,1.10314396,1.09946681,E,E,Consortium - E,E / E,3,442,80,80,10889,598,614,110115.65,3,147.333333,136.1125,184.139883,1.15830116,1.10314396,1.09946681
G,G,G,Rack - G,4,4,184,301,2702,3600,580,24859.55,518459.75,191.879996,135.10625,145,1.54440154,2.53723111,4.96782497,G,G,Rack - G,G / G,4,580,184,301,24859.55,2702,3600,518459.75,4,145,135.10625,191.879996,1.54440154,2.53723111,4.96782497
H,H,H,House Use - H,0,0,1,1,1,1,-1006.16,-3608.89,6006.55,6006.55,-3608.89,0,0,.013789300,.001838573,H,H,House Use - H,H / H,0,-1006.16,1,1,-3608.89,1,1,6006.55,0,0,-3608.89,6006.55,0,.013789300,.001838573
K,K,K,Package - K,3,3,39,69,692,1114,465,5886,125154.74,180.859451,150.923077,155,1.15830116,.537782681,1.27229270,K,K,Package - K,K / K,3,465,39,69,5886,692,1114,125154.74,3,155,150.923077,180.859451,1.15830116,.537782681,1.27229270
L,L,L,Local Corporate - L,1,1,12,12,378,384,135,1962.79,60037.59,158.829603,163.565833,135,.386100386,.165471594,.694980695,L,L,Local Corporate- L,L / L,1,135,12,12,1962.79,378,384,60037.59,1,135,163.565833,158.829603,.386100386,.165471594,.694980695
M,M,M,Government/Military - M,0,0,61,66,867,1024,0,8081,122048,140.770473,132.475410,0,0,.841147270,1.59404302,M,M,Government/Military - M,M / M,0,0,61,66,8081,867,1024,122048,0,0,132.475410,140.770473,0,.841147270,1.59404302
N,N,N,Complimentary - N,2,2,114,114,1204,1502,0,224,811.11,.673679402,1.96491228,0,.772200772,1.57198014,2.21364221,N,N,Complimentary - N,N / N,2,0,114,114,224,1204,1502,811.11,2,0,1.96491228,.673679402,.772200772,1.57198014,2.21364221
O,O,O,Contract/Other - O,19,20,570,580,4697,4737,2040,58497,483645.12,102.968942,102.626316,107.368421,7.33590734,7.85990072,8.63577864,O,O,Contract/Other - O,O / O,19,2040,570,580,58497,4697,4737,483645.12,20,107.368421,102.626316,102.968942,7.33590734,7.85990072,8.63577864
P,P,P,National Corporate - P,7,7,139,152,2535,2672,1175,22830.75,441974.78,174.349026,164.25,167.857143,2.70270270,1.91671263,4.66078323,P,P,National Corporate- P,P / P,7,1175,139,152,22830.75,2535,2672,441974.78,7,167.857143,164.25,174.349026,2.70270270,1.91671263,4.66078323
Q,Q,Q,Group Govt/Military - Q,0,0,8,8,519,576,0,1048,70436,135.714836,131,0,0,.110314396,.954219526,Q,Q,Group Govt/Military - Q,Q / Q,0,0,8,8,1048,519,576,70436,0,0,131,135.714836,0,.110314396,.954219526
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.020224306,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.020224306
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.189373047,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.189373047
U,U,U,Group SMERF - U,106,143,1294,1488,4973,7765,12049,141705,663015.43,133.323030,109.509274,113.669811,40.9266409,17.8433536,9.14322486,U,U,Group SMERF - U,U / U,106,12049,1294,1488,141705,4973,7765,663015.43,143,113.669811,109.509274,133.323030,40.9266409,17.8433536,9.14322486
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001838573,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001838573
W,W,W,Wholesale - W,2,2,24,24,708,849,284,2626,81082.29,114.523008,109.416667,142,.772200772,.330943188,1.30170987,W,W,Wholesale - W,W / W,2,284,24,24,2626,708,849,81082.29,2,142,109.416667,114.523008,.772200772,.330943188,1.30170987
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
217,315,3990,5606,31888,42682,106.541843,111.349168,140.204261,,23119.58,444283.18,4470833.48,58.6284243,55.0193050,83.7837838,MONTH,Rooms Month to Date,Room Revenue Month to Date
