GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,131,144,849,950,3834,4457,26268,157932,669604.2,174.648983,186.021201,200.519084,50.5791506,15.6094870,5.01799620,A,A,Group Association- A,A / A,131,26268,849,950,157932,3834,4457,669604.2,144,200.519084,186.021201,174.648983,50.5791506,15.6094870,5.01799620
C,C,C,Group Corporate - C,4,5,293,304,2796,2968,537,48226,454635,162.601931,164.593857,134.25,1.54440154,5.38701967,3.65944637,C,C,Corporate Group - C,C / C,4,537,293,304,48226,2796,2968,454635,5,134.25,164.593857,162.601931,1.54440154,5.38701967,3.65944637
D,D,D,Discounts - D,32,67,828,1458,10473,18417,4970.92,107889.37,1386589.15,132.396558,130.301171,155.34125,12.3552124,15.2233867,13.7072181,D,D,Discounts - D,D / D,32,4970.92,828,1458,107889.37,10473,18417,1386589.15,67,155.34125,130.301171,132.396558,12.3552124,15.2233867,13.7072181
E,E,E,Consortium - E,0,0,79,81,977,997,0,15081.15,171463.6,175.500102,190.900633,0,0,1.45247288,1.27871213,E,E,Consortium - E,E / E,0,0,79,81,15081.15,977,997,171463.6,0,0,190.900633,175.500102,0,1.45247288,1.27871213
G,G,G,Rack - G,9,10,179,233,3484,4683,1605,30254.56,648845.85,186.235893,169.019888,178.333333,3.47490347,3.29104615,4.55991100,G,G,Rack - G,G / G,9,1605,179,233,30254.56,3484,4683,648845.85,10,178.333333,169.019888,186.235893,3.47490347,3.29104615,4.55991100
H,H,H,House Use - H,0,0,0,0,1,1,288.25,576.45,12042.09,12042.09,0,0,0,0,.001308815,H,H,House Use - H,H / H,0,288.25,0,0,576.45,1,1,12042.09,0,0,0,12042.09,0,0,.001308815
K,K,K,Package - K,0,0,37,57,819,1333,0,6200,145204.74,177.295165,167.567568,0,0,.680272109,1.07191938,K,K,Package - K,K / K,0,0,37,57,6200,819,1333,145204.74,0,0,167.567568,177.295165,0,.680272109,1.07191938
L,L,L,Local Corporate - L,2,2,26,26,445,452,290,3787.46,70607.65,158.668876,145.671538,145,.772200772,.478029049,.582422616,L,L,Local Corporate- L,L / L,2,290,26,26,3787.46,445,452,70607.65,2,145,145.671538,158.668876,.772200772,.478029049,.582422616
M,M,M,Government/Military - M,1,1,45,55,1117,1318,131,5842.5,154880.5,138.657565,129.833333,131,.386100386,.827357970,1.46194621,M,M,Government/Military - M,M / M,1,131,45,55,5842.5,1117,1318,154880.5,1,131,129.833333,138.657565,.386100386,.827357970,1.46194621
N,N,N,Complimentary - N,1,1,23,23,1319,1619,0,-287.26,523.85,.397156937,-12.489565,0,.386100386,.422871851,1.72632681,N,N,Complimentary - N,N / N,1,0,23,23,-287.26,1319,1619,523.85,1,0,-12.489565,.397156937,.386100386,.422871851,1.72632681
O,O,O,Contract/Other - O,22,22,422,423,6496,6545,2244,43044,667653.12,102.779113,102,102,8.49420849,7.75877919,8.50206138,O,O,Contract/Other - O,O / O,22,2244,422,423,43044,6496,6545,667653.12,22,102,102,102.779113,8.49420849,7.75877919,8.50206138
P,P,P,National Corporate - P,1,1,115,115,3086,3232,175,18554.75,531801.89,172.327249,161.345652,175,.386100386,2.11435926,4.03900268,P,P,National Corporate- P,P / P,1,175,115,115,18554.75,3086,3232,531801.89,1,175,161.345652,172.327249,.386100386,2.11435926,4.03900268
Q,Q,Q,Group Govt/Military - Q,0,0,1,1,989,1055,0,131,127475,128.892821,131,0,0,.018385733,1.29441790,Q,Q,Group Govt/Military - Q,Q / Q,0,0,1,1,131,989,1055,127475,0,0,131,128.892821,0,.018385733,1.29441790
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.014396964,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.014396964
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.134807931,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.134807931
U,U,U,Group SMERF - U,33,42,138,164,6692,10164,3843,5697.9,881311.33,131.696254,41.2891304,116.454545,12.7413127,2.53723111,8.75858910,U,U,Group SMERF - U,U / U,33,3843,138,164,5697.9,6692,10164,881311.33,42,116.454545,41.2891304,131.696254,12.7413127,2.53723111,8.75858910
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001308815,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001308815
W,W,W,Wholesale - W,13,13,54,57,870,1023,1255,7463.75,101775.54,116.983379,138.217593,96.5384615,5.01930502,.992829564,1.13866894,W,W,Wholesale - W,W / W,13,1255,54,57,7463.75,870,1023,101775.54,13,96.5384615,138.217593,116.983379,5.01930502,.992829564,1.13866894
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
249,308,3089,3947,43513,58413,167.097068,145.805643,138.799290,,41607.17,450393.63,6039573.51,56.9504614,56.7935282,96.1389961,MONTH,Rooms Month to Date,Room Revenue Month to Date
