GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,23,23,2669,3164,0,2507,461269.2,172.824728,109,0,0,.493350493,4.46104732,A,A,Group Association- A,A / A,0,0,23,23,2507,2669,3164,461269.2,0,0,109,172.824728,0,.493350493,4.46104732
C,C,C,Group Corporate - C,0,0,111,111,2354,2515,0,13748,383525,162.924809,123.855856,0,0,2.38095238,3.93454679,C,C,Corporate Group - C,C / C,0,0,111,111,13748,2354,2515,383525,0,0,123.855856,162.924809,0,2.38095238,3.93454679
D,D,D,Discounts - D,33,51,581,1096,7757,13585,4719.05,73997.62,1036239.65,133.587682,127.362513,143.001515,12.7413127,12.4624625,12.9652844,D,D,Discounts - D,D / D,33,4719.05,581,1096,73997.62,7757,13585,1036239.65,51,143.001515,127.362513,133.587682,12.7413127,12.4624625,12.9652844
E,E,E,Consortium - E,6,6,96,96,706,722,837.25,14263.25,125845.15,178.250921,148.575521,139.541667,2.31660232,2.05920206,1.18002975,E,E,Consortium - E,E / E,6,837.25,96,96,14263.25,706,722,125845.15,6,139.541667,148.575521,178.250921,2.31660232,2.05920206,1.18002975
G,G,G,Rack - G,4,5,134,257,2840,3862,680,18881.25,537841,189.380634,140.904851,170,1.54440154,2.87430287,4.74686189,G,G,Rack - G,G / G,4,680,134,257,18881.25,2840,3862,537841,5,170,140.904851,189.380634,1.54440154,2.87430287,4.74686189
H,H,H,House Use - H,0,0,0,0,1,1,-102,-413.62,6818.27,6818.27,0,0,0,0,.001671430,H,H,House Use - H,H / H,0,-102,0,0,-413.62,1,1,6818.27,0,0,0,6818.27,0,0,.001671430
K,K,K,Package - K,1,1,17,33,715,1155,155,2560,128554.74,179.796839,150.588235,155,.386100386,.364650365,1.19507262,K,K,Package - K,K / K,1,155,17,33,2560,715,1155,128554.74,1,155,150.588235,179.796839,.386100386,.364650365,1.19507262
L,L,L,Local Corporate - L,5,5,22,22,400,406,895,3632.5,63670.09,159.175225,165.113636,179,1.93050193,.471900472,.668572097,L,L,Local Corporate- L,L / L,5,895,22,22,3632.5,400,406,63670.09,5,179,165.113636,159.175225,1.93050193,.471900472,.668572097
M,M,M,Government/Military - M,3,3,56,59,925,1085,393,7515,129819,140.344865,134.196429,131,1.15830116,1.20120120,1.54607297,M,M,Government/Military - M,M / M,3,393,56,59,7515,925,1085,129819,3,131,134.196429,140.344865,1.15830116,1.20120120,1.54607297
N,N,N,Complimentary - N,2,2,41,42,1248,1547,0,0,811.11,.649927885,0,0,.772200772,.879450879,2.08594494,N,N,Complimentary - N,N / N,2,0,41,42,0,1248,1547,811.11,2,0,0,.649927885,.772200772,.879450879,2.08594494
