GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,3,3,29,29,3875,4502,447,4376.06,676567.26,174.598003,150.898621,149,1.15830116,.746460746,4.67543436,A,A,Group Association- A,A / A,3,447,29,29,4376.06,3875,4502,676567.26,3,149,150.898621,174.598003,1.15830116,.746460746,4.67543436
C,C,C,Group Corporate - C,12,12,164,170,3201,3379,1788,29732,521753,162.996876,181.292683,149,4.63320463,4.22136422,3.86221042,C,C,Corporate Group - C,C / C,12,1788,164,170,29732,3201,3379,521753,12,149,181.292683,162.996876,4.63320463,4.22136422,3.86221042
D,D,D,Discounts - D,40,50,910,1527,12002,20962,6381.95,130130.79,1596795,133.044076,143.000868,159.54875,15.4440154,23.4234234,14.4811776,D,D,Discounts - D,D / D,40,6381.95,910,1527,130130.79,12002,20962,1596795,50,159.54875,143.000868,133.044076,15.4440154,23.4234234,14.4811776
E,E,E,Consortium - E,10,10,81,83,1100,1126,1929.5,14746.75,193297.1,175.724636,182.058642,192.95,3.86100386,2.08494208,1.32722008,E,E,Consortium - E,E / E,10,1929.5,81,83,14746.75,1100,1126,193297.1,10,192.95,182.058642,175.724636,3.86100386,2.08494208,1.32722008
G,G,G,Rack - G,13,13,173,205,3763,5036,2702,30584.75,696819.3,185.176535,176.790462,207.846154,5.01930502,4.45302445,4.54029923,G,G,Rack - G,G / G,13,2702,173,205,30584.75,3763,5036,696819.3,13,207.846154,176.790462,185.176535,5.01930502,4.45302445,4.54029923
H,H,H,House Use - H,0,0,0,0,1,1,0,1422.26,14362.45,14362.45,0,0,0,0,.001206564,H,H,House Use - H,H / H,0,0,0,0,1422.26,1,1,14362.45,0,0,0,14362.45,0,0,.001206564
K,K,K,Package - K,2,2,35,57,874,1428,480,7267,156361.74,178.903593,207.628571,240,.772200772,.900900901,1.05453668,K,K,Package - K,K / K,2,480,35,57,7267,874,1428,156361.74,2,240,207.628571,178.903593,.772200772,.900900901,1.05453668
L,L,L,Local Corporate - L,3,3,38,38,504,511,479,5478,79164.65,157.072718,144.157895,159.666667,1.15830116,.978120978,.608108108,L,L,Local Corporate- L,L / L,3,479,38,38,5478,504,511,79164.65,3,159.666667,144.157895,157.072718,1.15830116,.978120978,.608108108
M,M,M,Government/Military - M,14,15,91,103,1255,1480,1890,12383,173493.5,138.241833,136.076923,135,5.40540541,2.34234234,1.51423745,M,M,Government/Military - M,M / M,14,1890,91,103,12383,1255,1480,173493.5,15,135,136.076923,138.241833,5.40540541,2.34234234,1.51423745
N,N,N,Complimentary - N,1,1,12,14,1340,1642,0,-195,328.85,.245410448,-16.25,0,.386100386,.308880309,1.61679537,N,N,Complimentary - N,N / N,1,0,12,14,-195,1340,1642,328.85,1,0,-16.25,.245410448,.386100386,.308880309,1.61679537
O,O,O,Contract/Other - O,25,27,310,314,7039,7092,2550,31620,723039.12,102.719011,102,102,9.65250965,7.97940798,8.49300193,O,O,Contract/Other - O,O / O,25,2550,310,314,31620,7039,7092,723039.12,27,102,102,102.719011,9.65250965,7.97940798,8.49300193
P,P,P,National Corporate - P,20,22,200,202,3391,3539,3264,32604.39,580950.59,171.321318,163.02195,163.2,7.72200772,5.14800515,4.09145753,P,P,National Corporate- P,P / P,20,3264,200,202,32604.39,3391,3539,580950.59,22,163.2,163.02195,171.321318,7.72200772,5.14800515,4.09145753
Q,Q,Q,Group Govt/Military - Q,113,113,285,285,1274,1340,15255,38489,165964,130.270016,135.049123,135,43.6293436,7.33590734,1.53716216,Q,Q,Group Govt/Military - Q,Q / Q,113,15255,285,285,38489,1274,1340,165964,113,135,135.049123,130.270016,43.6293436,7.33590734,1.53716216
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.013272201,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.013272201
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.124276062,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.124276062
U,U,U,Group SMERF - U,0,0,310,535,7311,11169,0,53070,969660.33,132.630328,171.193548,0,0,7.97940798,8.82118726,U,U,Group SMERF - U,U / U,0,0,310,535,53070,7311,11169,969660.33,0,0,171.193548,132.630328,0,7.97940798,8.82118726
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001206564,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001206564
W,W,W,Wholesale - W,2,3,44,46,966,1121,311.75,5364.29,113411.08,117.402774,121.915682,155.875,.772200772,1.13256113,1.16554054,W,W,Wholesale - W,W / W,2,311.75,44,46,5364.29,966,1121,113411.08,3,155.875,121.915682,117.402774,.772200772,1.13256113,1.16554054
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
258,274,2682,3608,48011,64477,145.264341,148.051189,139.074961,,37478.2,397073.29,6677127.97,57.9283301,69.0347490,99.6138996,MONTH,Rooms Month to Date,Room Revenue Month to Date
