GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,29,29,3875,4502,0,4376.06,676567.26,174.598003,150.898621,0,0,.658641835,4.64639440,A,A,Group Association- A,A / A,0,0,29,29,4376.06,3875,4502,676567.26,0,0,150.898621,174.598003,0,.658641835,4.64639440
C,C,C,Group Corporate - C,1,1,193,199,3230,3408,149,34053,526074,162.871207,176.440415,149,.386100386,4.38337497,3.87299456,C,C,Corporate Group - C,C / C,1,149,193,199,34053,3230,3408,526074,1,149,176.440415,162.871207,.386100386,4.38337497,3.87299456
D,D,D,Discounts - D,46,67,995,1643,12087,21078,6653.87,142501.53,1609165.74,133.131938,143.217618,144.649348,17.7606178,22.5982285,14.4931533,D,D,Discounts - D,D / D,46,6653.87,995,1643,142501.53,12087,21078,1609165.74,67,144.649348,143.217618,133.131938,17.7606178,22.5982285,14.4931533
E,E,E,Consortium - E,7,7,98,100,1117,1143,1224,17845,196395.35,175.823948,182.091837,174.857143,2.70270270,2.22575517,1.33936066,E,E,Consortium - E,E / E,7,1224,98,100,17845,1117,1143,196395.35,7,174.857143,182.091837,175.823948,2.70270270,2.22575517,1.33936066
G,G,G,Rack - G,9,9,193,227,3783,5058,1608.5,34458.25,700692.8,185.221464,178.540155,178.722222,3.47490347,4.38337497,4.53608000,G,G,Rack - G,G / G,9,1608.5,193,227,34458.25,3783,5058,700692.8,9,178.722222,178.540155,185.221464,3.47490347,4.38337497,4.53608000
H,H,H,House Use - H,0,0,0,0,1,1,0,1422.26,14362.45,14362.45,0,0,0,0,.001199070,H,H,House Use - H,H / H,0,0,0,0,1422.26,1,1,14362.45,0,0,0,14362.45,0,0,.001199070
K,K,K,Package - K,1,1,38,60,877,1431,220,7952,157046.74,179.072680,209.263158,220,.386100386,.863047922,1.05158397,K,K,Package - K,K / K,1,220,38,60,7952,877,1431,157046.74,1,220,209.263158,179.072680,.386100386,.863047922,1.05158397
L,L,L,Local Corporate - L,2,2,43,43,509,516,290,6247,79933.65,157.040570,145.279070,145,.772200772,.976606859,.610326387,L,L,Local Corporate- L,L / L,2,290,43,43,6247,509,516,79933.65,2,145,145.279070,157.040570,.772200772,.976606859,.610326387
M,M,M,Government/Military - M,12,12,115,127,1279,1504,1620,15623,176733.5,138.181001,135.852174,135,4.63320463,2.61185555,1.53360992,M,M,Government/Military - M,M / M,12,1620,115,127,15623,1279,1504,176733.5,12,135,135.852174,138.181001,4.63320463,2.61185555,1.53360992
N,N,N,Complimentary - N,0,0,13,15,1341,1643,0,-195,328.85,.245227442,-15,0,0,.295253236,1.60795223,N,N,Complimentary - N,N / N,0,0,13,15,-195,1341,1643,328.85,0,0,-15,.245227442,0,.295253236,1.60795223
