GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2646,3141,0,-2601,460552.2,174.056009,0,0,0,0,5.23908524,A,A,Group Association- A,A / A,0,0,0,0,-2601,2646,3141,460552.2,0,0,0,174.056009,0,0,5.23908524
C,C,C,Group Corporate - C,0,0,0,0,2243,2404,0,0,369777,164.858226,0,0,0,0,4.44114444,C,C,Corporate Group - C,C / C,0,0,0,0,0,2243,2404,369777,0,0,0,164.858226,0,0,4.44114444
D,D,D,Discounts - D,56,74,393,663,5939,10102,8506.12,49192.98,819866.27,138.047865,125.172977,151.895,21.6216216,11.6721117,11.7592318,D,D,Discounts - D,D / D,56,8506.12,393,663,49192.98,5939,10102,819866.27,74,151.895,125.172977,138.047865,21.6216216,11.6721117,11.7592318
E,E,E,Consortium - E,2,2,19,19,537,553,324,2667.5,101894.15,189.747020,140.394737,162,.772200772,.564300564,1.06326106,E,E,Consortium - E,E / E,2,324,19,19,2667.5,537,553,101894.15,2,162,140.394737,189.747020,.772200772,.564300564,1.06326106
G,G,G,Rack - G,12,12,104,190,2622,3489,2016.5,13780.55,507380.75,193.509058,132.505288,168.041667,4.63320463,3.08880309,5.19156519,G,G,Rack - G,G / G,12,2016.5,104,190,13780.55,2622,3489,507380.75,12,168.041667,132.505288,193.509058,4.63320463,3.08880309,5.19156519
H,H,H,House Use - H,0,0,1,1,1,1,-102,-2213.84,7401.6,7401.6,-2213.84,0,0,.029700030,.001980002,H,H,House Use - H,H / H,0,-102,1,1,-2213.84,1,1,7401.6,0,0,-2213.84,7401.6,0,.029700030,.001980002
K,K,K,Package - K,0,0,14,27,667,1072,0,2165,121433.74,182.059580,154.642857,0,0,.415800416,1.32066132,K,K,Package - K,K / K,0,0,14,27,2165,667,1072,121433.74,0,0,154.642857,182.059580,0,.415800416,1.32066132
L,L,L,Local Corporate - L,1,1,3,3,369,375,175.28,517.29,58592.09,158.786152,172.43,175.28,.386100386,.089100089,.730620731,L,L,Local Corporate- L,L / L,1,175.28,3,3,517.29,369,375,58592.09,1,175.28,172.43,158.786152,.386100386,.089100089,.730620731
M,M,M,Government/Military - M,4,4,13,13,819,971,524,1733,115700,141.269841,133.307692,131,1.54440154,.386100386,1.62162162,M,M,Government/Military - M,M / M,4,524,13,13,1733,819,971,115700,4,131,133.307692,141.269841,1.54440154,.386100386,1.62162162
N,N,N,Complimentary - N,3,3,84,84,1174,1472,0,224,811.11,.690894378,2.66666667,0,1.15830116,2.49480249,2.32452232,N,N,Complimentary - N,N / N,3,0,84,84,224,1174,1472,811.11,3,0,2.66666667,.690894378,1.15830116,2.49480249,2.32452232
