GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2646,3141,0,-4391,458762.2,173.379516,0,0,0,0,4.79634564,A,A,Group Association- A,A / A,0,0,0,0,-4391,2646,3141,458762.2,0,0,0,173.379516,0,0,4.79634564
C,C,C,Group Corporate - C,0,0,0,0,2243,2404,0,0,369777,164.858226,0,0,0,0,4.06583646,C,C,Corporate Group - C,C / C,0,0,0,0,0,2243,2404,369777,0,0,0,164.858226,0,0,4.06583646
D,D,D,Discounts - D,22,46,1630,3050,7176,12489,2626,191568.74,962242.03,134.091699,117.526834,119.363636,8.49420849,20.3014074,13.0077764,D,D,Discounts - D,D / D,22,2626,1630,3050,191568.74,7176,12489,962242.03,46,119.363636,117.526834,134.091699,8.49420849,20.3014074,13.0077764
E,E,E,Consortium - E,5,5,92,92,610,626,637.5,12355.25,111581.9,182.921148,134.296196,127.5,1.93050193,1.14584631,1.10573350,E,E,Consortium - E,E / E,5,637.5,92,92,12355.25,610,626,111581.9,5,127.5,134.296196,182.921148,1.93050193,1.14584631,1.10573350
G,G,G,Rack - G,0,0,188,306,2706,3605,0,25359.55,518959.75,191.781135,134.891223,0,0,2.34151202,4.90510631,G,G,Rack - G,G / G,0,0,188,306,25359.55,2706,3605,518959.75,0,0,134.891223,191.781135,0,2.34151202,4.90510631
H,H,H,House Use - H,0,0,1,1,1,1,482.84,-2383.55,7231.89,7231.89,-2383.55,0,0,.012454851,.001812678,H,H,House Use - H,H / H,0,482.84,1,1,-2383.55,1,1,7231.89,0,0,-2383.55,7231.89,0,.012454851,.001812678
K,K,K,Package - K,2,4,45,77,698,1122,300,6726,125994.74,180.508223,149.466667,150,.772200772,.560468302,1.26524915,K,K,Package - K,K / K,2,300,45,77,6726,698,1122,125994.74,4,150,149.466667,180.508223,.772200772,.560468302,1.26524915
L,L,L,Local Corporate - L,0,0,12,12,378,384,0,1962.79,60037.59,158.829603,163.565833,0,0,.149458214,.685192234,L,L,Local Corporate- L,L / L,0,0,12,12,1962.79,378,384,60037.59,0,0,163.565833,158.829603,0,.149458214,.685192234
M,M,M,Government/Military - M,1,1,63,68,869,1026,131,8337,122304,140.741082,132.333333,131,.386100386,.784655623,1.57521707,M,M,Government/Military - M,M / M,1,131,63,68,8337,869,1026,122304,1,131,132.333333,140.741082,.386100386,.784655623,1.57521707
N,N,N,Complimentary - N,1,1,117,117,1207,1505,0,224,811.11,.672004971,1.91452991,0,.386100386,1.45721759,2.18790219,N,N,Complimentary - N,N / N,1,0,117,117,224,1207,1505,811.11,1,0,1.91452991,.672004971,.386100386,1.45721759,2.18790219
O,O,O,Contract/Other - O,20,21,629,640,4756,4797,2040,64515,489663.12,102.956922,102.567568,102,7.72200772,7.83410138,8.62109595,O,O,Contract/Other - O,O / O,20,2040,629,640,64515,4756,4797,489663.12,21,102,102.567568,102.956922,7.72200772,7.83410138,8.62109595
P,P,P,National Corporate - P,4,4,149,162,2545,2682,661,24489.75,443633.78,174.315827,164.360738,165.25,1.54440154,1.85577282,4.61326518,P,P,National Corporate- P,P / P,4,661,149,162,24489.75,2545,2682,443633.78,4,165.25,164.360738,174.315827,1.54440154,1.85577282,4.61326518
Q,Q,Q,Group Govt/Military - Q,0,0,8,8,519,576,0,1048,70436,135.714836,131,0,0,.099638809,.940779814,Q,Q,Group Govt/Military - Q,Q / Q,0,0,8,8,1048,519,576,70436,0,0,131,135.714836,0,.099638809,.940779814
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.019939457,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.019939457
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.186705821,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.186705821
