GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,13,14,161,203,3146,3710,2587,20821,532493.2,169.260394,129.322981,199,5.01930502,3.65659777,4.17412995,A,A,Group Association- A,A / A,13,2587,161,203,20821,3146,3710,532493.2,14,199,129.322981,169.260394,5.01930502,3.65659777,4.17412995
C,C,C,Group Corporate - C,11,13,252,256,2755,2920,1782,40363,446772,162.167695,160.170635,162,4.24710425,5.72337043,3.65534902,C,C,Corporate Group - C,C / C,11,1782,252,256,40363,2755,2920,446772,13,162,160.170635,162.167695,4.24710425,5.72337043,3.65534902
D,D,D,Discounts - D,18,27,758,1329,10403,18288,2410.32,95350.88,1374050.66,132.082155,125.792718,133.906667,6.94980695,17.2155349,13.8027571,D,D,Discounts - D,D / D,18,2410.32,758,1329,95350.88,10403,18288,1374050.66,27,133.906667,125.792718,132.082155,6.94980695,17.2155349,13.8027571
E,E,E,Consortium - E,2,2,60,62,958,978,449.1,10244.2,166626.65,173.931785,170.736667,224.55,.772200772,1.36270725,1.27107962,E,E,Consortium - E,E / E,2,449.1,60,62,10244.2,958,978,166626.65,2,224.55,170.736667,173.931785,.772200772,1.36270725,1.27107962
G,G,G,Rack - G,3,3,153,206,3458,4656,675,24267.56,642858.85,185.904815,158.611503,225,1.15830116,3.47490347,4.58809325,G,G,Rack - G,G / G,3,675,153,206,24267.56,3458,4656,642858.85,3,225,158.611503,185.904815,1.15830116,3.47490347,4.58809325
H,H,H,House Use - H,0,0,0,0,1,1,16.14,536.2,12001.84,12001.84,0,0,0,0,.001326805,H,H,House Use - H,H / H,0,16.14,0,0,536.2,1,1,12001.84,0,0,0,12001.84,0,0,.001326805
K,K,K,Package - K,0,0,37,57,819,1333,0,6200,145204.74,177.295165,167.567568,0,0,.840336134,1.08665366,K,K,Package - K,K / K,0,0,37,57,6200,819,1333,145204.74,0,0,167.567568,177.295165,0,.840336134,1.08665366
L,L,L,Local Corporate - L,3,3,16,16,435,442,415,2377.46,69197.65,159.075057,148.59125,138.333333,1.15830116,.363388599,.577160371,L,L,Local Corporate- L,L / L,3,415,16,16,2377.46,435,442,69197.65,3,138.333333,148.59125,159.075057,1.15830116,.363388599,.577160371
M,M,M,Government/Military - M,2,2,36,46,1108,1309,270,4736,153774,138.785199,131.555556,135,.772200772,.817624347,1.47010044,M,M,Government/Military - M,M / M,2,270,36,46,4736,1108,1309,153774,2,135,131.555556,138.785199,.772200772,.817624347,1.47010044
N,N,N,Complimentary - N,1,1,22,22,1318,1618,0,-287.26,523.85,.397458270,-13.057273,0,.386100386,.499659323,1.74872958,N,N,Complimentary - N,N / N,1,0,22,22,-287.26,1318,1618,523.85,1,0,-13.057273,.397458270,.386100386,.499659323,1.74872958
O,O,O,Contract/Other - O,21,21,339,340,6413,6462,2142,34578,659187.12,102.789197,102,102,8.10810811,7.69929593,8.50880335,O,O,Contract/Other - O,O / O,21,2142,339,340,34578,6413,6462,659187.12,21,102,102,102.789197,8.10810811,7.69929593,8.50880335
P,P,P,National Corporate - P,6,6,113,113,3084,3230,972,18217.75,531464.89,172.329731,161.219027,162,2.31660232,2.56643198,4.09186801,P,P,National Corporate- P,P / P,6,972,113,113,18217.75,3084,3230,531464.89,6,162,161.219027,172.329731,2.31660232,2.56643198,4.09186801
Q,Q,Q,Group Govt/Military - Q,0,0,1,1,989,1055,0,131,127475,128.892821,131,0,0,.022711787,1.31221059,Q,Q,Group Govt/Military - Q,Q / Q,0,0,1,1,131,989,1055,127475,0,0,131,128.892821,0,.022711787,1.31221059
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.014594860,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.014594860
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.136660961,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.136660961
U,U,U,Group SMERF - U,0,0,104,121,6658,10121,0,1755.9,877369.33,131.776709,16.8836538,0,0,2.36202589,8.83387069,U,U,Group SMERF - U,U / U,0,0,104,121,1755.9,6658,10121,877369.33,0,0,16.8836538,131.776709,0,2.36202589,8.83387069
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001326805,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001326805
W,W,W,Wholesale - W,1,1,11,14,827,980,179,1222.75,95534.54,115.519395,111.159091,179,.386100386,.249829662,1.09726811,W,W,Wholesale - W,W / W,1,179,11,14,1222.75,827,980,95534.54,1,179,111.159091,115.519395,.386100386,.249829662,1.09726811
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
81,93,2063,2786,42487,57252,146.883457,126.279418,137.681981,,11897.56,260514.44,5849694.32,56.3719832,46.8544174,31.2741313,MONTH,Rooms Month to Date,Room Revenue Month to Date
