GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,23,23,2669,3164,0,2507,461269.2,172.824728,109,0,0,.403650404,4.38511460,A,A,Group Association- A,A / A,0,0,23,23,2507,2669,3164,461269.2,0,0,109,172.824728,0,.403650404,4.38511460
C,C,C,Group Corporate - C,14,14,139,139,2382,2543,2086,17920,387697,162.761125,128.920863,149,5.40540541,2.43945244,3.91357923,C,C,Corporate Group - C,C / C,14,2086,139,139,17920,2382,2543,387697,14,149,128.920863,162.761125,5.40540541,2.43945244,3.91357923
D,D,D,Discounts - D,27,32,693,1304,7869,13793,4043.8,88028.15,1050270.18,133.469333,127.024747,149.770370,10.4247104,12.1621622,12.9286125,D,D,Discounts - D,D / D,27,4043.8,693,1304,88028.15,7869,13793,1050270.18,32,149.770370,127.024747,133.469333,10.4247104,12.1621622,12.9286125
E,E,E,Consortium - E,8,8,109,109,719,735,1253.75,16180,127761.9,177.693880,148.440367,156.71875,3.08880309,1.91295191,1.18130288,E,E,Consortium - E,E / E,8,1253.75,109,109,16180,719,735,127761.9,8,156.71875,148.440367,177.693880,3.08880309,1.91295191,1.18130288
G,G,G,Rack - G,7,10,151,284,2857,3889,1198.25,21135.75,540095.5,189.042877,139.971854,171.178571,2.70270270,2.65005265,4.69399491,G,G,Rack - G,G / G,7,1198.25,151,284,21135.75,2857,3889,540095.5,10,171.178571,139.971854,189.042877,2.70270270,2.65005265,4.69399491
H,H,H,House Use - H,0,0,0,0,1,1,314.5,-99.12,7132.77,7132.77,0,0,0,0,.001642980,H,H,House Use - H,H / H,0,314.5,0,0,-99.12,1,1,7132.77,0,0,0,7132.77,0,0,.001642980
K,K,K,Package - K,0,0,22,41,720,1163,0,3290,129284.74,179.562139,149.545455,0,0,.386100386,1.18294586,K,K,Package - K,K / K,0,0,22,41,3290,720,1163,129284.74,0,0,149.545455,179.562139,0,.386100386,1.18294586
L,L,L,Local Corporate - L,0,0,27,27,405,411,0,4527.5,64565.09,159.419975,167.685185,0,0,.473850474,.665407048,L,L,Local Corporate- L,L / L,0,0,27,27,4527.5,405,411,64565.09,0,0,167.685185,159.419975,0,.473850474,.665407048
M,M,M,Government/Military - M,1,1,62,65,931,1091,131,8301,130605,140.284640,133.887097,131,.386100386,1.08810109,1.52961472,M,M,Government/Military - M,M / M,1,131,62,65,8301,931,1091,130605,1,131,133.887097,140.284640,.386100386,1.08810109,1.52961472
N,N,N,Complimentary - N,0,0,44,45,1251,1550,0,0,811.11,.648369305,0,0,0,.772200772,2.05536844,N,N,Complimentary - N,N / N,0,0,44,45,0,1251,1550,811.11,0,0,0,.648369305,0,.772200772,2.05536844
O,O,O,Contract/Other - O,20,21,454,458,5210,5255,2040,46410,536073.12,102.893113,102.224670,102,7.72200772,7.96770797,8.55992771,O,O,Contract/Other - O,O / O,20,2040,454,458,46410,5210,5255,536073.12,21,102,102.224670,102.893113,7.72200772,7.96770797,8.55992771
