GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2669,3164,0,0,461269.2,172.824728,0,0,0,0,4.00973514,A,A,Group Association- A,A / A,0,0,0,0,0,2669,3164,461269.2,0,0,0,172.824728,0,0,4.00973514
C,C,C,Group Corporate - C,29,29,29,29,2436,2597,4351,4351,395916,162.527094,150.034483,150.034483,11.1969112,.861300861,3.65969082,C,C,Corporate Group - C,C / C,29,4351,29,29,4351,2436,2597,395916,29,150.034483,150.034483,162.527094,11.1969112,.861300861,3.65969082
D,D,D,Discounts - D,92,131,809,1561,8868,15678,13096.8,97218.19,1172392.76,132.204867,120.170816,142.356522,35.5212355,24.0273240,13.3227168,D,D,Discounts - D,D / D,92,13096.8,809,1561,97218.19,8868,15678,1172392.76,131,142.356522,120.170816,132.204867,35.5212355,24.0273240,13.3227168
E,E,E,Consortium - E,33,33,70,72,830,848,5043.5,10441.5,144590.45,174.205361,149.164286,152.833333,12.7413127,2.07900208,1.24693899,E,E,Consortium - E,E / E,33,5043.5,70,72,10441.5,830,848,144590.45,33,152.833333,149.164286,174.205361,12.7413127,2.07900208,1.24693899
G,G,G,Rack - G,26,28,164,201,3080,4163,4734.5,25231.5,575810.5,186.951461,153.850610,182.096154,10.0386100,4.87080487,4.62719529,G,G,Rack - G,G / G,26,4734.5,164,201,25231.5,3080,4163,575810.5,28,182.096154,153.850610,186.951461,10.0386100,4.87080487,4.62719529
H,H,H,House Use - H,0,0,0,0,1,1,280,637.37,8157.14,8157.14,0,0,0,0,.001502336,H,H,House Use - H,H / H,0,280,0,0,637.37,1,1,8157.14,0,0,0,8157.14,0,0,.001502336
K,K,K,Package - K,2,2,34,65,762,1242,355,5125,135534.74,177.867113,150.735294,177.5,.772200772,1.00980101,1.14478013,K,K,Package - K,K / K,2,355,34,65,5125,762,1242,135534.74,2,177.5,150.735294,177.867113,.772200772,1.00980101,1.14478013
L,L,L,Local Corporate - L,1,1,2,2,409,415,162.45,297.45,65196,159.403423,148.725,162.45,.386100386,.059400059,.614455478,L,L,Local Corporate- L,L / L,1,162.45,2,2,297.45,409,415,65196,1,162.45,148.725,159.403423,.386100386,.059400059,.614455478
M,M,M,Government/Military - M,6,6,22,31,970,1141,786,2882,135603,139.796907,131,131,2.31660232,.653400653,1.45726605,M,M,Government/Military - M,M / M,6,786,22,31,2882,970,1141,135603,6,131,131,139.796907,2.31660232,.653400653,1.45726605
N,N,N,Complimentary - N,1,1,12,12,1274,1573,0,0,811.11,.636664050,0,0,.386100386,.356400356,1.91397623,N,N,Complimentary - N,N / N,1,0,12,12,0,1274,1573,811.11,1,0,0,.636664050,.386100386,.356400356,1.91397623
O,O,O,Contract/Other - O,28,28,272,273,5662,5708,2856,28152,582585.12,102.893875,103.5,102,10.8108108,8.07840808,8.50622718,O,O,Contract/Other - O,O / O,28,2856,272,273,28152,5662,5708,582585.12,28,102,103.5,102.893875,10.8108108,8.07840808,8.50622718
P,P,P,National Corporate - P,19,19,95,95,2827,2973,3122.5,15274,489691.28,173.219413,160.778947,164.342105,7.33590734,2.82150282,4.24710425,P,P,National Corporate- P,P / P,19,3122.5,95,95,15274,2827,2973,489691.28,19,164.342105,160.778947,173.219413,7.33590734,2.82150282,4.24710425
Q,Q,Q,Group Govt/Military - Q,12,12,43,43,875,941,1572,5633,112541,128.618286,131,131,4.63320463,1.27710128,1.31454412,Q,Q,Group Govt/Military - Q,Q / Q,12,1572,43,43,5633,875,941,112541,12,131,131,128.618286,4.63320463,1.27710128,1.31454412
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.016525697,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.016525697
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.154740622,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.154740622
U,U,U,Group SMERF - U,0,0,175,466,5727,8998,0,21245,750985.43,131.130684,121.4,0,0,5.19750520,8.60387903,U,U,Group SMERF - U,U / U,0,0,175,466,21245,5727,8998,750985.43,0,0,121.4,131.130684,0,5.19750520,8.60387903
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001502336,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001502336
W,W,W,Wholesale - W,2,2,23,23,760,910,334,2705,87113.79,114.623408,117.608696,167,.772200772,.683100683,1.14177546,W,W,Wholesale - W,W / W,2,334,23,23,2705,760,910,87113.79,2,167,117.608696,114.623408,.772200772,.683100683,1.14177546
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
251,292,1750,2873,37265,50501,146.190239,125.253149,137.752785,,36693.75,219193.01,5133357.52,55.9845560,51.9750520,96.9111969,MONTH,Rooms Month to Date,Room Revenue Month to Date
