GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3846,4473,-93.94,-93.94,672097.26,174.752278,0,0,0,0,4.75942976,A,A,Group Association- A,A / A,0,-93.94,0,0,-93.94,3846,4473,672097.26,0,0,0,174.752278,0,0,4.75942976
C,C,C,Group Corporate - C,0,0,152,158,3189,3367,0,27944,519965,163.049545,183.842105,0,0,8.38389410,3.94639145,C,C,Corporate Group - C,C / C,0,0,152,158,27944,3189,3367,519965,0,0,183.842105,163.049545,0,8.38389410,3.94639145
D,D,D,Discounts - D,32,41,431,744,11523,20179,4666.15,63616.1,1530280.31,132.802249,147.601160,145.817188,12.3552124,23.7727523,14.2597268,D,D,Discounts - D,D / D,32,4666.15,431,744,63616.1,11523,20179,1530280.31,41,145.817188,147.601160,132.802249,12.3552124,23.7727523,14.2597268
E,E,E,Consortium - E,9,9,23,25,1042,1068,1683,4136,182686.35,175.322793,179.826087,187,3.47490347,1.26861555,1.28947629,E,E,Consortium - E,E / E,9,1683,23,25,4136,1042,1068,182686.35,9,187,179.826087,175.322793,3.47490347,1.26861555,1.28947629
G,G,G,Rack - G,5,7,95,112,3685,4943,864.5,16721.2,682955.75,185.333989,176.012632,172.9,1.93050193,5.23993381,4.56019206,G,G,Rack - G,G / G,5,864.5,95,112,16721.2,3685,4943,682955.75,7,172.9,176.012632,185.333989,1.93050193,5.23993381,4.56019206
H,H,H,House Use - H,0,0,0,0,1,1,426,1179.05,14119.24,14119.24,0,0,0,0,.001237501,H,H,House Use - H,H / H,0,426,0,0,1179.05,1,1,14119.24,0,0,0,14119.24,0,0,.001237501
K,K,K,Package - K,1,1,17,31,856,1402,230,3632,152726.74,178.419089,213.647059,230,.386100386,.937672366,1.05930106,K,K,Package - K,K / K,1,230,17,31,3632,856,1402,152726.74,1,230,213.647059,178.419089,.386100386,.937672366,1.05930106
L,L,L,Local Corporate - L,3,3,19,19,485,492,415,2709,76395.65,157.516804,142.578947,138.333333,1.15830116,1.04798676,.600188100,L,L,Local Corporate- L,L / L,3,415,19,19,2709,485,492,76395.65,3,138.333333,142.578947,157.516804,1.15830116,1.04798676,.600188100
M,M,M,Government/Military - M,4,4,33,42,1197,1419,550,4501,165611.5,138.355472,136.393939,137.5,1.54440154,1.82018753,1.48128898,M,M,Government/Military - M,M / M,4,550,33,42,4501,1197,1419,165611.5,4,137.5,136.393939,138.355472,1.54440154,1.82018753,1.48128898
N,N,N,Complimentary - N,1,1,6,6,1334,1634,-195,-195,328.85,.246514243,-32.5,-195,.386100386,.330943188,1.65082665,N,N,Complimentary - N,N / N,1,-195,6,6,-195,1334,1634,328.85,1,-195,-32.5,.246514243,.386100386,.330943188,1.65082665
O,O,O,Contract/Other - O,20,20,139,139,6868,6917,2040,14178,705597.12,102.736913,102,102,7.72200772,7.66685052,8.49915850,O,O,Contract/Other - O,O / O,20,2040,139,139,14178,6868,6917,705597.12,20,102,102,102.736913,7.72200772,7.66685052,8.49915850
P,P,P,National Corporate - P,21,21,75,75,3266,3412,3430,12198,560544.2,171.630190,162.64,163.333333,8.10810811,4.13678985,4.04167904,P,P,National Corporate- P,P / P,21,3430,75,75,12198,3266,3412,560544.2,21,163.333333,162.64,171.630190,8.10810811,4.13678985,4.04167904
Q,Q,Q,Group Govt/Military - Q,0,0,0,0,989,1055,0,0,127475,128.892821,0,0,0,0,1.22388872,Q,Q,Group Govt/Military - Q,Q / Q,0,0,0,0,0,989,1055,127475,0,0,0,128.892821,0,0,1.22388872
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.013612514,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.013612514
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.127462627,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.127462627
U,U,U,Group SMERF - U,6,7,299,519,7300,11153,1044,51981,968571.33,132.681004,173.849498,174,2.31660232,16.4920022,9.03375903,U,U,Group SMERF - U,U / U,6,1044,299,519,51981,7300,11153,968571.33,7,174,173.849498,132.681004,2.31660232,16.4920022,9.03375903
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001237501,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001237501
W,W,W,Wholesale - W,1,1,26,26,948,1101,115,3200.79,111247.58,117.349768,123.107308,115,.386100386,1.43408715,1.17315117,W,W,Wholesale - W,W / W,1,115,26,26,3200.79,948,1101,111247.58,1,115,123.107308,117.349768,.386100386,1.43408715,1.17315117
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
103,115,1315,1896,46644,62765,147.327282,156.431331,139.048149,,15174.71,205707.2,6485761.88,57.7220077,72.5317154,39.7683398,MONTH,Rooms Month to Date,Room Revenue Month to Date
