GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3846,4473,0,-93.94,672097.26,174.752278,0,0,0,0,4.69918381,A,A,Group Association- A,A / A,0,0,0,0,-93.94,3846,4473,672097.26,0,0,0,174.752278,0,0,4.69918381
C,C,C,Group Corporate - C,0,0,152,158,3189,3367,0,27944,519965,163.049545,183.842105,0,0,5.33520534,3.89643712,C,C,Corporate Group - C,C / C,0,0,152,158,27944,3189,3367,519965,0,0,183.842105,163.049545,0,5.33520534,3.89643712
D,D,D,Discounts - D,70,133,706,1197,11798,20632,8064.04,101322.61,1567986.82,132.902765,143.516445,115.200571,27.0270270,24.7806248,14.4152290,D,D,Discounts - D,D / D,70,8064.04,706,1197,101322.61,11798,20632,1567986.82,133,115.200571,143.516445,132.902765,27.0270270,24.7806248,14.4152290
E,E,E,Consortium - E,1,1,54,56,1073,1099,114.75,9846.5,188396.85,175.579543,182.342593,114.75,.386100386,1.89540190,1.31103074,E,E,Consortium - E,E / E,1,114.75,54,56,9846.5,1073,1099,188396.85,1,114.75,182.342593,175.579543,.386100386,1.89540190,1.31103074
G,G,G,Rack - G,12,17,128,153,3718,4984,1552.34,22502,688736.55,185.243827,175.796875,129.361667,4.63320463,4.49280449,4.54278872,G,G,Rack - G,G / G,12,1552.34,128,153,22502,3718,4984,688736.55,17,129.361667,175.796875,185.243827,4.63320463,4.49280449,4.54278872
H,H,H,House Use - H,0,0,0,0,1,1,0,1639.7,14579.89,14579.89,0,0,0,0,.001221837,H,H,House Use - H,H / H,0,0,0,0,1639.7,1,1,14579.89,0,0,0,14579.89,0,0,.001221837
K,K,K,Package - K,3,5,27,46,866,1417,490,5622,154716.74,178.656744,208.222222,163.333333,1.15830116,.947700948,1.05811055,K,K,Package - K,K / K,3,490,27,46,5622,866,1417,154716.74,5,163.333333,208.222222,178.656744,1.15830116,.947700948,1.05811055
L,L,L,Local Corporate - L,2,2,29,29,495,502,290,4129,77815.65,157.203333,142.379310,145,.772200772,1.01790102,.604809149,L,L,Local Corporate- L,L / L,2,290,29,29,4129,495,502,77815.65,2,145,142.379310,157.203333,.772200772,1.01790102,.604809149
M,M,M,Government/Military - M,1,1,55,65,1219,1442,135,7503,168613.5,138.321165,136.418182,135,.386100386,1.93050193,1.48941889,M,M,Government/Military - M,M / M,1,135,55,65,7503,1219,1442,168613.5,1,135,136.418182,138.321165,.386100386,1.93050193,1.48941889
N,N,N,Complimentary - N,2,4,9,11,1337,1639,0,-195,328.85,.245961107,-21.666667,0,.772200772,.315900316,1.63359562,N,N,Complimentary - N,N / N,2,0,9,11,-195,1337,1639,328.85,4,0,-21.666667,.245961107,.772200772,.315900316,1.63359562
