GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,15,21,148,189,3133,3696,1485,18572,530244.2,169.244877,125.486486,99,5.79150579,6.34920635,4.27439049,A,A,Group Association- A,A / A,15,1485,148,189,18572,3133,3696,530244.2,21,99,125.486486,169.244877,5.79150579,6.34920635,4.27439049
C,C,C,Group Corporate - C,6,6,85,85,2588,2749,954,13585,419994,162.285162,159.823529,159,2.31660232,3.64650365,3.53084028,C,C,Corporate Group - C,C / C,6,954,85,85,13585,2588,2749,419994,6,159,159.823529,162.285162,2.31660232,3.64650365,3.53084028
D,D,D,Discounts - D,24,41,372,665,10017,17624,3680.56,46619.88,1325319.66,132.307044,125.322258,153.356667,9.26640927,15.9588160,13.6663165,D,D,Discounts - D,D / D,24,3680.56,372,665,46619.88,10017,17624,1325319.66,41,153.356667,125.322258,132.307044,9.26640927,15.9588160,13.6663165
E,E,E,Consortium - E,0,0,25,27,923,943,0,4250,160632.45,174.032990,170,0,0,1.07250107,1.25926027,E,E,Consortium - E,E / E,0,0,25,27,4250,923,943,160632.45,0,0,170,174.032990,0,1.07250107,1.25926027
G,G,G,Rack - G,4,4,72,99,3377,4549,694,11065.56,629656.85,186.454501,153.688333,173.5,1.54440154,3.08880309,4.60728270,G,G,Rack - G,G / G,4,694,72,99,11065.56,3377,4549,629656.85,4,173.5,153.688333,186.454501,1.54440154,3.08880309,4.60728270
H,H,H,House Use - H,0,0,0,0,1,1,0,-94.14,11371.5,11371.5,0,0,0,0,.001364312,H,H,House Use - H,H / H,0,0,0,0,-94.14,1,1,11371.5,0,0,0,11371.5,0,0,.001364312
K,K,K,Package - K,2,2,14,24,796,1300,410,2150,141154.74,177.330075,153.571429,205,.772200772,.600600601,1.08599261,K,K,Package - K,K / K,2,410,14,24,2150,796,1300,141154.74,2,205,153.571429,177.330075,.772200772,.600600601,1.08599261
L,L,L,Local Corporate - L,0,0,1,1,420,427,0,179,66999.19,159.521881,179,0,0,.042900043,.573011174,L,L,Local Corporate- L,L / L,0,0,1,1,179,420,427,66999.19,0,0,179,159.521881,0,.042900043,.573011174
M,M,M,Government/Military - M,0,0,14,17,1086,1280,0,1804,150842,138.896869,128.857143,0,0,.600600601,1.48164318,M,M,Government/Military - M,M / M,0,0,14,17,1804,1086,1280,150842,0,0,128.857143,138.896869,0,.600600601,1.48164318
N,N,N,Complimentary - N,0,0,11,11,1307,1607,0,0,811.11,.620589135,0,0,0,.471900472,1.78315620,N,N,Complimentary - N,N / N,0,0,11,11,0,1307,1607,811.11,0,0,0,.620589135,0,.471900472,1.78315620
O,O,O,Contract/Other - O,20,20,180,181,6254,6303,2040,18360,642969.12,102.809261,102,102,7.72200772,7.72200772,8.53240924,O,O,Contract/Other - O,O / O,20,2040,180,181,18360,6254,6303,642969.12,20,102,102,102.809261,7.72200772,7.72200772,8.53240924
P,P,P,National Corporate - P,3,3,62,62,3033,3179,486,9836,523083.14,172.463943,158.645161,162,1.15830116,2.65980266,4.13795926,P,P,National Corporate- P,P / P,3,486,62,62,9836,3033,3179,523083.14,3,162,158.645161,172.463943,1.15830116,2.65980266,4.13795926
Q,Q,Q,Group Govt/Military - Q,0,0,1,1,989,1055,0,131,127475,128.892821,131,0,0,.042900043,1.34930488,Q,Q,Group Govt/Military - Q,Q / Q,0,0,1,1,131,989,1055,127475,0,0,131,128.892821,0,.042900043,1.34930488
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.015007436,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.015007436
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.140524169,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.140524169
U,U,U,Group SMERF - U,0,0,90,106,6644,10106,0,-110.1,875503.33,131.773530,-1.2233333,0,0,3.86100386,9.06449104,U,U,Group SMERF - U,U / U,0,0,90,106,-110.1,6644,10106,875503.33,0,0,-1.2233333,131.773530,0,3.86100386,9.06449104
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001364312,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001364312
W,W,W,Wholesale - W,0,0,3,3,819,969,0,285,94596.79,115.502796,95,0,0,.128700129,1.11737179,W,W,Wholesale - W,W / W,0,0,3,3,285,819,969,94596.79,0,0,95,115.502796,0,.128700129,1.11737179
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
74,97,1078,1471,41502,55937,131.750811,117.470501,137.723798,,9749.56,126633.2,5715813.08,56.6216898,46.2462462,28.5714286,MONTH,Rooms Month to Date,Room Revenue Month to Date
