GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,1,1,23,23,2669,3164,109,2507,461269.2,172.824728,109,109,.386100386,.740025740,4.58000858,A,A,Group Association- A,A / A,1,109,23,23,2507,2669,3164,461269.2,1,109,109,172.824728,.386100386,.740025740,4.58000858
C,C,C,Group Corporate - C,0,0,111,111,2354,2515,0,13748,383525,162.924809,123.855856,0,0,3.57142857,4.03946804,C,C,Corporate Group - C,C / C,0,0,111,111,13748,2354,2515,383525,0,0,123.855856,162.924809,0,3.57142857,4.03946804
D,D,D,Discounts - D,36,70,410,808,7586,13297,4246.33,50596.49,1012838.52,133.514173,123.406073,117.953611,13.8996139,13.1917632,13.0175890,D,D,Discounts - D,D / D,36,4246.33,410,808,50596.49,7586,13297,1012838.52,70,117.953611,123.406073,133.514173,13.8996139,13.1917632,13.0175890
E,E,E,Consortium - E,2,2,56,56,666,682,212.5,8228.25,119810.15,179.895120,146.933036,106.25,.772200772,1.80180180,1.14285714,E,E,Consortium - E,E / E,2,212.5,56,56,8228.25,666,682,119810.15,2,106.25,146.933036,179.895120,.772200772,1.80180180,1.14285714
G,G,G,Rack - G,14,22,105,193,2811,3798,1586.25,14682.75,533642.5,189.840804,139.835714,113.303571,5.40540541,3.37837838,4.82368082,G,G,Rack - G,G / G,14,1586.25,105,193,14682.75,2811,3798,533642.5,22,113.303571,139.835714,189.840804,5.40540541,3.37837838,4.82368082
H,H,H,House Use - H,0,0,0,0,1,1,0,-392.87,6839.02,6839.02,0,0,0,0,.001716002,H,H,House Use - H,H / H,0,0,0,0,-392.87,1,1,6839.02,0,0,0,6839.02,0,0,.001716002
K,K,K,Package - K,1,2,13,29,711,1151,145,1870,127864.74,179.837890,143.846154,145,.386100386,.418275418,1.22007722,K,K,Package - K,K / K,1,145,13,29,1870,711,1151,127864.74,2,145,143.846154,179.837890,.386100386,.418275418,1.22007722
L,L,L,Local Corporate - L,0,0,7,7,385,391,0,1001.5,61039.09,158.543091,143.071429,0,0,.225225225,.660660661,L,L,Local Corporate- L,L / L,0,0,7,7,1001.5,385,391,61039.09,0,0,143.071429,158.543091,0,.225225225,.660660661
M,M,M,Government/Military - M,1,2,30,31,899,1057,131,4079,126383,140.581758,135.966667,131,.386100386,.965250965,1.54268554,M,M,Government/Military - M,M / M,1,131,30,31,4079,899,1057,126383,2,131,135.966667,140.581758,.386100386,.965250965,1.54268554
N,N,N,Complimentary - N,5,6,27,28,1234,1533,0,0,811.11,.657301459,0,0,1.93050193,.868725869,2.11754612,N,N,Complimentary - N,N / N,5,0,27,28,0,1234,1533,811.11,6,0,0,.657301459,1.93050193,.868725869,2.11754612
O,O,O,Contract/Other - O,20,20,245,248,5001,5045,2040,25092,514755.12,102.930438,102.416327,102,7.72200772,7.88288288,8.58172458,O,O,Contract/Other - O,O / O,20,2040,245,248,25092,5001,5045,514755.12,20,102,102.416327,102.930438,7.72200772,7.88288288,8.58172458
P,P,P,National Corporate - P,0,0,47,53,2592,2735,0,7789.25,451423.03,174.160120,165.728723,0,0,1.51222651,4.44787645,P,P,National Corporate- P,P / P,0,0,47,53,7789.25,2592,2735,451423.03,0,0,165.728723,174.160120,0,1.51222651,4.44787645
Q,Q,Q,Group Govt/Military - Q,29,29,90,94,609,670,2581,9312,79748,130.949097,103.466667,89,11.1969112,2.89575290,1.04504505,Q,Q,Group Govt/Military - Q,Q / Q,29,2581,90,94,9312,609,670,79748,29,89,103.466667,130.949097,11.1969112,2.89575290,1.04504505
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.018876019,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.018876019
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.176748177,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.176748177
U,U,U,Group SMERF - U,34,45,213,247,5435,8351,3366,25670,716221.43,131.779472,120.516432,99,13.1274131,6.85328185,9.32646933,U,U,Group SMERF - U,U / U,34,3366,213,247,25670,5435,8351,716221.43,45,99,120.516432,131.779472,13.1274131,6.85328185,9.32646933
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001716002,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001716002
W,W,W,Wholesale - W,0,0,11,11,728,875,0,1179,83116.29,114.170728,107.181818,0,0,.353925354,1.24924925,W,W,Wholesale - W,W / W,0,0,11,11,1179,728,875,83116.29,0,0,107.181818,114.170728,0,.353925354,1.24924925
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
143,199,1388,1939,33796,45414,100.818741,119.137154,138.905379,,14417.08,165362.37,4694446.2,57.9939940,44.6589447,55.2123552,MONTH,Rooms Month to Date,Room Revenue Month to Date
