GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2646,3141,0,-2601,460552.2,174.056009,0,0,0,0,5.08269463,A,A,Group Association- A,A / A,0,0,0,0,-2601,2646,3141,460552.2,0,0,0,174.056009,0,0,5.08269463
C,C,C,Group Corporate - C,0,0,0,0,2243,2404,0,0,369777,164.858226,0,0,0,0,4.30857297,C,C,Corporate Group - C,C / C,0,0,0,0,0,2243,2404,369777,0,0,0,164.858226,0,0,4.30857297
D,D,D,Discounts - D,54,71,715,1206,6261,10645,7174.47,86103.89,856777.18,136.843504,120.425021,132.860556,20.8494208,14.5295672,12.0267389,D,D,Discounts - D,D / D,54,7174.47,715,1206,86103.89,6261,10645,856777.18,71,132.860556,120.425021,136.843504,20.8494208,14.5295672,12.0267389
E,E,E,Consortium - E,9,9,36,36,554,570,1240.5,4936,104162.65,188.019224,137.111111,137.833333,3.47490347,.731558626,1.06417718,E,E,Consortium - E,E / E,9,1240.5,36,36,4936,554,570,104162.65,9,137.833333,137.111111,188.019224,3.47490347,.731558626,1.06417718
G,G,G,Rack - G,7,9,142,238,2660,3537,1123,19072.05,512672.25,192.733929,134.310211,160.428571,2.70270270,2.88559236,5.10958720,G,G,Rack - G,G / G,7,1123,142,238,19072.05,2660,3537,512672.25,9,160.428571,134.310211,192.733929,2.70270270,2.88559236,5.10958720
H,H,H,House Use - H,0,0,1,1,1,1,0,-2457.88,7157.56,7157.56,-2457.88,0,0,.020321073,.001920897,H,H,House Use - H,H / H,0,0,1,1,-2457.88,1,1,7157.56,0,0,-2457.88,7157.56,0,.020321073,.001920897
K,K,K,Package - K,0,0,20,44,673,1089,0,3031,122299.74,181.723239,151.55,0,0,.406421459,1.29276398,K,K,Package - K,K / K,0,0,20,44,3031,673,1089,122299.74,0,0,151.55,181.723239,0,.406421459,1.29276398
L,L,L,Local Corporate - L,2,2,5,5,371,377,324,841.29,58916.09,158.803477,168.258,162,.772200772,.101605365,.712652951,L,L,Local Corporate- L,L / L,2,324,5,5,841.29,371,377,58916.09,2,162,168.258,158.803477,.772200772,.101605365,.712652951
M,M,M,Government/Military - M,9,9,35,40,841,998,1179,4675,118642,141.072533,133.571429,131,3.47490347,.711237553,1.61547475,M,M,Government/Military - M,M / M,9,1179,35,40,4675,841,998,118642,9,131,133.571429,141.072533,3.47490347,.711237553,1.61547475
N,N,N,Complimentary - N,2,2,96,96,1186,1484,0,224,811.11,.683903879,2.33333333,0,.772200772,1.95082300,2.27818437,N,N,Complimentary - N,N / N,2,0,96,96,224,1186,1484,811.11,2,0,2.33333333,.683903879,.772200772,1.95082300,2.27818437
