GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3846,4473,0,-93.94,672097.26,174.752278,0,0,0,0,4.71410186,A,A,Group Association- A,A / A,0,0,0,0,-93.94,3846,4473,672097.26,0,0,0,174.752278,0,0,4.71410186
C,C,C,Group Corporate - C,0,0,152,158,3189,3367,0,27944,519965,163.049545,183.842105,0,0,5.86872587,3.90880677,C,C,Corporate Group - C,C / C,0,0,152,158,27944,3189,3367,519965,0,0,183.842105,163.049545,0,5.86872587,3.90880677
D,D,D,Discounts - D,51,74,636,1064,11728,20499,7414.39,93258.57,1559922.78,133.008423,146.632972,145.380196,19.6911197,24.5559846,14.3751915,D,D,Discounts - D,D / D,51,7414.39,636,1064,93258.57,11728,20499,1559922.78,74,145.380196,146.632972,133.008423,19.6911197,24.5559846,14.3751915
E,E,E,Consortium - E,5,5,53,55,1072,1098,828.75,9731.75,188282.1,175.636287,183.617925,165.75,1.93050193,2.04633205,1.31396703,E,E,Consortium - E,E / E,5,828.75,53,55,9731.75,1072,1098,188282.1,5,165.75,183.617925,175.636287,1.93050193,2.04633205,1.31396703
G,G,G,Rack - G,5,5,116,136,3706,4967,872.73,20949.66,687184.21,185.424773,180.600517,174.546,1.93050193,4.47876448,4.54250169,G,G,Rack - G,G / G,5,872.73,116,136,20949.66,3706,4967,687184.21,5,174.546,180.600517,185.424773,1.93050193,4.47876448,4.54250169
H,H,H,House Use - H,0,0,0,0,1,1,123.05,1639.7,14579.89,14579.89,0,0,0,0,.001225716,H,H,House Use - H,H / H,0,123.05,0,0,1639.7,1,1,14579.89,0,0,0,14579.89,0,0,.001225716
K,K,K,Package - K,2,3,24,41,863,1412,420,5132,154226.74,178.710012,213.833333,210,.772200772,.926640927,1.05779249,K,K,Package - K,K / K,2,420,24,41,5132,863,1412,154226.74,3,210,213.833333,178.710012,.772200772,.926640927,1.05779249
L,L,L,Local Corporate - L,2,2,27,27,493,500,290,3839,77525.65,157.252840,142.185185,145,.772200772,1.04247104,.604277747,L,L,Local Corporate- L,L / L,2,290,27,27,3839,493,500,77525.65,2,145,142.185185,157.252840,.772200772,1.04247104,.604277747
M,M,M,Government/Military - M,4,4,54,64,1218,1441,536,7368,168478.5,138.323892,136.444444,134,1.54440154,2.08494208,1.49292149,M,M,Government/Military - M,M / M,4,536,54,64,7368,1218,1441,168478.5,4,134,136.444444,138.323892,1.54440154,2.08494208,1.49292149
N,N,N,Complimentary - N,0,0,7,7,1335,1635,0,-195,328.85,.246329588,-27.857143,0,0,.270270270,1.63633021,N,N,Complimentary - N,N / N,0,0,7,7,-195,1335,1635,328.85,0,0,-27.857143,.246329588,0,.270270270,1.63633021
O,O,O,Contract/Other - O,20,20,199,199,6928,6977,2040,20298,711717.12,102.730531,102,102,7.72200772,7.68339768,8.49175706,O,O,Contract/Other - O,O / O,20,2040,199,199,20298,6928,6977,711717.12,20,102,102,102.730531,7.72200772,7.68339768,8.49175706
P,P,P,National Corporate - P,9,9,134,134,3325,3471,1503.73,21901.39,570247.59,171.503035,163.443209,167.081111,3.47490347,5.17374517,4.07550408,P,P,National Corporate- P,P / P,9,1503.73,134,134,21901.39,3325,3471,570247.59,9,167.081111,163.443209,171.503035,3.47490347,5.17374517,4.07550408
Q,Q,Q,Group Govt/Military - Q,8,8,16,16,1005,1071,952,1904,129379,128.735323,119,119,3.08880309,.617760618,1.23184409,Q,Q,Group Govt/Military - Q,Q / Q,8,952,16,16,1904,1005,1071,129379,8,119,119,128.735323,3.08880309,.617760618,1.23184409
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.013482871,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.013482871
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.126248698,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.126248698
U,U,U,Group SMERF - U,3,4,302,523,7303,11157,297,52278,968868.33,132.667168,173.105960,99,1.15830116,11.6602317,8.95140038,U,U,Group SMERF - U,U / U,3,297,302,523,52278,7303,11157,968868.33,4,99,173.105960,132.667168,1.15830116,11.6602317,8.95140038
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001225716,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001225716
W,W,W,Wholesale - W,2,2,30,30,952,1105,190,3630.79,111677.58,117.308382,121.026333,95,.772200772,1.15830116,1.16688117,W,W,Wholesale - W,W / W,2,190,30,30,3630.79,952,1105,111677.58,2,95,121.026333,117.308382,.772200772,1.15830116,1.16688117
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
111,136,1750,2454,47079,63323,139.348198,154.049097,139.120215,,15467.65,269585.92,6549640.6,57.7054606,67.5675676,42.8571429,MONTH,Rooms Month to Date,Room Revenue Month to Date
