GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,21,23,3895,4524,0,1450,678017.26,174.073751,69.0476190,0,0,.450450450,4.26022947,A,A,Group Association- A,A / A,0,0,21,23,1450,3895,4524,678017.26,0,0,69.0476190,174.073751,0,.450450450,4.26022947
C,C,C,Group Corporate - C,0,0,71,72,3381,3560,0,10139,547535,161.944691,142.802817,0,0,1.52295152,3.69803231,C,C,Corporate Group - C,C / C,0,0,71,72,10139,3381,3560,547535,0,0,142.802817,161.944691,0,1.52295152,3.69803231
D,D,D,Discounts - D,81,168,988,1827,13657,24135,7784.98,115822.830,1787254.07,130.867253,117.229585,96.1108642,31.2741313,21.1926212,14.9376005,D,D,Discounts - D,D / D,81,7784.98,988,1827,115822.830256410256,13657,24135,1787254.070256410256,168,96.1108642,117.229585,130.867253,31.2741313,21.1926212,14.9376005
E,E,E,Consortium - E,1,1,74,80,1203,1235,110.5,11671,209915.1,174.493017,157.716216,110.5,.386100386,1.58730159,1.31580387,E,E,Consortium - E,E / E,1,110.5,74,80,11671,1203,1235,209915.1,1,110.5,157.716216,174.493017,.386100386,1.58730159,1.31580387
G,G,G,Rack - G,10,13,167,209,4009,5346,1320,25206.24,734675.63,183.256580,150.935569,132,3.86100386,3.58215358,4.38491912,G,G,Rack - G,G / G,10,1320,167,209,25206.24,4009,5346,734675.63,13,132,150.935569,183.256580,3.86100386,3.58215358,4.38491912
H,H,H,House Use - H,0,0,0,0,1,1,0,1326.75,14050.08,14050.08,0,0,0,0,.001093769,H,H,House Use - H,H / H,0,0,0,0,1326.75,1,1,14050.08,0,0,0,14050.08,0,0,.001093769
K,K,K,Package - K,2,3,47,87,941,1552,275,7960,167846.74,178.370606,169.361702,137.5,.772200772,1.00815101,1.02923644,K,K,Package - K,K / K,2,275,47,87,7960,941,1552,167846.74,3,137.5,169.361702,178.370606,.772200772,1.00815101,1.02923644
L,L,L,Local Corporate - L,0,0,26,26,556,563,0,4004.25,87947.9,158.179676,154.009615,0,0,.557700558,.608135452,L,L,Local Corporate- L,L / L,0,0,26,26,4004.25,556,563,87947.9,0,0,154.009615,158.179676,0,.557700558,.608135452
M,M,M,Government/Military - M,0,0,147,168,1446,1692,0,19532,199245.5,137.790802,132.870748,0,0,3.15315315,1.58158968,M,M,Government/Military - M,M / M,0,0,147,168,19532,1446,1692,199245.5,0,0,132.870748,137.790802,0,3.15315315,1.58158968
N,N,N,Complimentary - N,0,0,19,21,1367,1670,0,0,328.85,.240563277,0,0,0,.407550408,1.49518195,N,N,Complimentary - N,N / N,0,0,19,21,0,1367,1670,328.85,0,0,0,.240563277,0,.407550408,1.49518195
