GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,148,189,3133,3696,0,18234,529906.2,169.136993,123.202703,0,0,3.80952381,4.18564882,A,A,Group Association- A,A / A,0,0,148,189,18234,3133,3696,529906.2,0,0,123.202703,169.136993,0,3.80952381,4.18564882
C,C,C,Group Corporate - C,2,2,233,233,2736,2897,324,37285,443694,162.168860,160.021459,162,.772200772,5.99742600,3.65526179,C,C,Corporate Group - C,C / C,2,324,233,233,37285,2736,2897,443694,2,162,160.021459,162.168860,.772200772,5.99742600,3.65526179
D,D,D,Discounts - D,115,230,698,1226,10343,18185,11866.38,87003.37,1365703.15,132.041298,124.646662,103.185913,44.4015444,17.9665380,13.8181187,D,D,Discounts - D,D / D,115,11866.38,698,1226,87003.37,10343,18185,1365703.15,230,103.185913,124.646662,132.041298,44.4015444,17.9665380,13.8181187
E,E,E,Consortium - E,1,1,56,58,954,974,128.25,9400,165782.45,173.776153,167.857143,128.25,.386100386,1.44144144,1.27453207,E,E,Consortium - E,E / E,1,128.25,56,58,9400,954,974,165782.45,1,128.25,167.857143,173.776153,.386100386,1.44144144,1.27453207
G,G,G,Rack - G,16,27,144,194,3449,4644,1919,22542.56,641133.85,185.889780,156.545556,119.9375,6.17760618,3.70656371,4.60782087,G,G,Rack - G,G / G,16,1919,144,194,22542.56,3449,4644,641133.85,27,119.9375,156.545556,185.889780,6.17760618,3.70656371,4.60782087
H,H,H,House Use - H,0,0,0,0,1,1,135,186.86,11652.5,11652.5,0,0,0,0,.001335987,H,H,House Use - H,H / H,0,135,0,0,186.86,1,1,11652.5,0,0,0,11652.5,0,0,.001335987
K,K,K,Package - K,7,14,36,56,818,1332,1025,6010,145014.74,177.279633,166.944444,146.428571,2.70270270,.926640927,1.09283777,K,K,Package - K,K / K,7,1025,36,56,6010,818,1332,145014.74,14,146.428571,166.944444,177.279633,2.70270270,.926640927,1.09283777
L,L,L,Local Corporate - L,2,2,11,11,430,437,290,1672.46,68492.65,159.285233,152.041818,145,.772200772,.283140283,.574474623,L,L,Local Corporate- L,L / L,2,290,11,11,1672.46,430,437,68492.65,2,145,152.041818,159.285233,.772200772,.283140283,.574474623
M,M,M,Government/Military - M,2,3,33,43,1105,1306,234,4331,153369,138.795475,131.242424,117,.772200772,.849420849,1.47626618,M,M,Government/Military - M,M / M,2,234,33,43,4331,1105,1306,153369,3,117,131.242424,138.795475,.772200772,.849420849,1.47626618
N,N,N,Complimentary - N,3,3,19,19,1315,1615,-95,-287.26,523.85,.398365019,-15.118947,-31.666667,1.15830116,.489060489,1.75682356,N,N,Complimentary - N,N / N,3,-95,19,19,-287.26,1315,1615,523.85,3,-31.666667,-15.118947,.398365019,1.15830116,.489060489,1.75682356
