GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3874,4501,0,0,676567.26,174.643072,0,0,0,0,4.38637213,A,A,Group Association- A,A / A,0,0,0,0,0,3874,4501,676567.26,0,0,0,174.643072,0,0,4.38637213
C,C,C,Group Corporate - C,0,0,18,18,3328,3506,0,2502,539898,162.228966,139,0,0,1.15830116,3.76815861,C,C,Corporate Group - C,C / C,0,0,18,18,2502,3328,3506,539898,0,0,139,162.228966,0,1.15830116,3.76815861
D,D,D,Discounts - D,28,45,325,562,12994,22870,4297.19,43389.85,1714821.09,131.970224,133.507231,153.471071,10.8108108,20.9137709,14.7125760,D,D,Discounts - D,D / D,28,4297.19,325,562,43389.85,12994,22870,1714821.09,45,153.471071,133.507231,131.970224,10.8108108,20.9137709,14.7125760
E,E,E,Consortium - E,9,9,21,21,1150,1176,1589.5,3765.5,202009.6,175.660522,179.309524,176.611111,3.47490347,1.35135135,1.30209808,E,E,Consortium - E,E / E,9,1589.5,21,21,3765.5,1150,1176,202009.6,9,176.611111,179.309524,175.660522,3.47490347,1.35135135,1.30209808
G,G,G,Rack - G,9,9,46,53,3888,5190,1747.24,7642.24,717111.63,184.442292,166.135652,194.137778,3.47490347,2.96010296,4.40222376,G,G,Rack - G,G / G,9,1747.24,46,53,7642.24,3888,5190,717111.63,9,194.137778,166.135652,184.442292,3.47490347,2.96010296,4.40222376
H,H,H,House Use - H,0,0,0,0,1,1,495,905.5,13628.83,13628.83,0,0,0,0,.001132259,H,H,House Use - H,H / H,0,495,0,0,905.5,1,1,13628.83,0,0,0,13628.83,0,0,.001132259
K,K,K,Package - K,2,3,14,25,908,1490,420,2845,162731.74,179.219978,203.214286,210,.772200772,.900900901,1.02809135,K,K,Package - K,K / K,2,420,14,25,2845,908,1490,162731.74,3,210,203.214286,179.219978,.772200772,.900900901,1.02809135
L,L,L,Local Corporate - L,7,7,10,10,540,547,1067,1634,85577.65,158.477130,163.4,152.428571,2.70270270,.643500644,.611419966,L,L,Local Corporate- L,L / L,7,1067,10,10,1634,540,547,85577.65,7,152.428571,163.4,158.477130,2.70270270,.643500644,.611419966
M,M,M,Government/Military - M,29,32,88,97,1387,1621,3891,11868,191581.5,138.126532,134.863636,134.172414,11.1969112,5.66280566,1.57044351,M,M,Government/Military - M,M / M,29,3891,88,97,11868,1387,1621,191581.5,32,134.172414,134.863636,138.126532,11.1969112,5.66280566,1.57044351
N,N,N,Complimentary - N,0,0,5,5,1353,1654,0,0,328.85,.243052476,0,0,0,.321750322,1.53194669,N,N,Complimentary - N,N / N,0,0,5,5,0,1353,1654,328.85,0,0,0,.243052476,0,.321750322,1.53194669
O,O,O,Contract/Other - O,18,18,72,72,7267,7323,1836,7344,746397.12,102.710489,102,102,6.94980695,4.63320463,8.22812758,O,O,Contract/Other - O,O / O,18,1836,72,72,7344,7267,7323,746397.12,18,102,102,102.710489,6.94980695,4.63320463,8.22812758
P,P,P,National Corporate - P,30,30,89,89,3583,3735,4833,14435,612064.59,170.824613,162.191011,161.1,11.5830116,5.72715573,4.05688470,P,P,National Corporate- P,P / P,30,4833,89,89,14435,3583,3735,612064.59,30,161.1,162.191011,170.824613,11.5830116,5.72715573,4.05688470
Q,Q,Q,Group Govt/Military - Q,109,109,219,219,1718,1784,14715,29565,224334,130.578580,135,135,42.0849421,14.0926641,1.94522130,Q,Q,Group Govt/Military - Q,Q / Q,109,14715,219,219,29565,1718,1784,224334,109,135,135,130.578580,42.0849421,14.0926641,1.94522130
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.012454851,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.012454851
T,T,T,Group Tour/Travel - T,0,0,47,47,151,183,0,6063,19439,128.735099,129,0,0,3.02445302,.170971139,T,T,Group Tour/Travel - T,T / T,0,0,47,47,6063,151,183,19439,0,0,129,128.735099,0,3.02445302,.170971139
U,U,U,Group SMERF - U,0,0,66,83,7388,11264,0,6904,977763.33,132.344793,104.606061,0,0,4.24710425,8.36513095,U,U,Group SMERF - U,U / U,0,0,66,83,6904,7388,11264,977763.33,0,0,104.606061,132.344793,0,4.24710425,8.36513095
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001132259,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001132259
W,W,W,Wholesale - W,4,4,72,72,1069,1224,610,7811,125090.08,117.015978,108.486111,152.5,1.54440154,4.63320463,1.21038508,W,W,Wholesale - W,W / W,4,610,72,72,7811,1069,1224,125090.08,4,152.5,108.486111,117.015978,1.54440154,4.63320463,1.21038508
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
245,266,1092,1373,50611,68083,144.901755,134.316932,138.532281,,35500.93,146674.09,7011257.27,57.3047702,70.2702703,94.5945946,MONTH,Rooms Month to Date,Room Revenue Month to Date
