GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,861,966,3846,4473,0,160519,672191.2,174.776703,186.433217,0,0,11.0810811,4.88467791,A,A,Group Association- A,A / A,0,0,861,966,160519,3846,4473,672191.2,0,0,186.433217,174.776703,0,11.0810811,4.88467791
C,C,C,Group Corporate - C,0,0,528,539,3031,3203,0,84359,490768,161.916199,159.770833,0,0,6.79536680,3.84957326,C,C,Corporate Group - C,C / C,0,0,528,539,84359,3031,3203,490768,0,0,159.770833,161.916199,0,6.79536680,3.84957326
D,D,D,Discounts - D,47,81,1417,2434,11062,19393,6729.51,183253.4,1461953.18,132.159933,129.324912,143.181064,18.1467181,18.2368082,14.0494818,D,D,Discounts - D,D / D,47,6729.51,1417,2434,183253.4,11062,19393,1461953.18,81,143.181064,129.324912,132.159933,18.1467181,18.2368082,14.0494818
E,E,E,Consortium - E,2,2,117,123,1015,1039,323,21441.9,177824.35,175.196404,183.264103,161.5,.772200772,1.50579151,1.28911807,E,E,Consortium - E,E / E,2,323,117,123,21441.9,1015,1039,177824.35,2,161.5,183.264103,175.196404,.772200772,1.50579151,1.28911807
G,G,G,Rack - G,14,22,279,371,3584,4821,2373.87,46581.76,665173.05,185.595159,166.959713,169.562143,5.40540541,3.59073359,4.55192034,G,G,Rack - G,G / G,14,2373.87,279,371,46581.76,3584,4821,665173.05,22,169.562143,166.959713,185.595159,5.40540541,3.59073359,4.55192034
H,H,H,House Use - H,0,0,0,0,1,1,0,1636.05,13101.69,13101.69,0,0,0,0,.001270067,H,H,House Use - H,H / H,0,0,0,0,1636.05,1,1,13101.69,0,0,0,13101.69,0,0,.001270067
K,K,K,Package - K,1,2,55,92,837,1368,195,9630,148634.74,177.580335,175.090909,195,.386100386,.707850708,1.06304613,K,K,Package - K,K / K,1,195,55,92,9630,837,1368,148634.74,2,195,175.090909,177.580335,.386100386,.707850708,1.06304613
L,L,L,Local Corporate - L,2,2,45,45,464,471,290,6576.46,73396.65,158.182435,146.143556,145,.772200772,.579150579,.589311116,L,L,Local Corporate- L,L / L,2,290,45,45,6576.46,464,471,73396.65,2,145,146.143556,158.182435,.772200772,.579150579,.589311116
M,M,M,Government/Military - M,4,6,90,112,1162,1375,532,11806.5,160844.5,138.420396,131.183333,133,1.54440154,1.15830116,1.47581792,M,M,Government/Military - M,M / M,4,532,90,112,11806.5,1162,1375,160844.5,6,133,131.183333,138.420396,1.54440154,1.15830116,1.47581792
N,N,N,Complimentary - N,0,0,32,32,1328,1628,0,-287.26,523.85,.394465361,-8.976875,0,0,.411840412,1.68664906,N,N,Complimentary - N,N / N,0,0,32,32,-287.26,1328,1628,523.85,0,0,-8.976875,.394465361,0,.411840412,1.68664906
