GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2669,3164,0,0,461269.2,172.824728,0,0,0,0,3.94828326,A,A,Group Association- A,A / A,0,0,0,0,0,2669,3164,461269.2,0,0,0,172.824728,0,0,3.94828326
C,C,C,Group Corporate - C,0,0,68,68,2475,2636,0,10222,401787,162.338182,150.323529,0,0,1.54440154,3.66129676,C,C,Corporate Group - C,C / C,0,0,68,68,10222,2475,2636,401787,0,0,150.323529,162.338182,0,1.54440154,3.66129676
D,D,D,Discounts - D,73,146,1064,1987,9123,16104,7828.66,129414.92,1204589.49,132.038747,121.630564,107.241918,28.1853282,24.1653418,13.4957618,D,D,Discounts - D,D / D,73,7828.66,1064,1987,129414.92,9123,16104,1204589.49,146,107.241918,121.630564,132.038747,28.1853282,24.1653418,13.4957618
E,E,E,Consortium - E,0,0,96,98,856,874,0,14579,148727.95,173.747605,151.864583,0,0,2.18033159,1.26629092,E,E,Consortium - E,E / E,0,0,96,98,14579,856,874,148727.95,0,0,151.864583,173.747605,0,2.18033159,1.26629092
G,G,G,Rack - G,8,12,221,270,3137,4232,1112,34988.29,585567.29,186.664740,158.318054,139,3.08880309,5.01930502,4.64060119,G,G,Rack - G,G / G,8,1112,221,270,34988.29,3137,4232,585567.29,12,139,158.318054,186.664740,3.08880309,5.01930502,4.64060119
H,H,H,House Use - H,0,0,0,0,1,1,0,1227.87,8747.64,8747.64,0,0,0,0,.001479312,H,H,House Use - H,H / H,0,0,0,0,1227.87,1,1,8747.64,0,0,0,8747.64,0,0,.001479312
K,K,K,Package - K,4,7,41,75,769,1252,555,6100,136509.74,177.515917,148.780488,138.75,1.54440154,.931183284,1.13759079,K,K,Package - K,K / K,4,555,41,75,6100,769,1252,136509.74,7,138.75,148.780488,177.515917,1.54440154,.931183284,1.13759079
L,L,L,Local Corporate - L,0,0,3,3,410,416,0,464.18,65362.73,159.421293,154.726667,0,0,.068135362,.606517848,L,L,Local Corporate- L,L / L,0,0,3,3,464.18,410,416,65362.73,0,0,154.726667,159.421293,0,.068135362,.606517848
M,M,M,Government/Military - M,1,1,35,45,983,1155,131,4454,137175,139.547304,127.257143,131,.386100386,.794912560,1.45416352,M,M,Government/Military - M,M / M,1,131,35,45,4454,983,1155,137175,1,131,127.257143,139.547304,.386100386,.794912560,1.45416352
N,N,N,Complimentary - N,2,3,17,18,1279,1579,0,0,811.11,.634175137,0,0,.772200772,.386100386,1.89203982,N,N,Complimentary - N,N / N,2,0,17,18,0,1279,1579,811.11,3,0,0,.634175137,.772200772,.386100386,1.89203982
O,O,O,Contract/Other - O,20,20,419,420,5809,5855,2040,43146,597579.12,102.871255,102.973747,102,7.72200772,9.51623893,8.59332239,O,O,Contract/Other - O,O / O,20,2040,419,420,43146,5809,5855,597579.12,20,102,102.973747,102.871255,7.72200772,9.51623893,8.59332239
P,P,P,National Corporate - P,4,4,128,128,2860,3006,587,20510,494927.28,173.051497,160.234375,146.75,1.54440154,2.90710879,4.23083182,P,P,National Corporate- P,P / P,4,587,128,128,20510,2860,3006,494927.28,4,146.75,160.234375,173.051497,1.54440154,2.90710879,4.23083182
Q,Q,Q,Group Govt/Military - Q,1,1,66,66,898,964,131,8646,115554,128.679287,131,131,.386100386,1.49897797,1.32842202,Q,Q,Group Govt/Military - Q,Q / Q,1,131,66,66,8646,898,964,115554,1,131,131,128.679287,.386100386,1.49897797,1.32842202
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.016272430,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.016272430
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.152369118,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.152369118
U,U,U,Group SMERF - U,30,83,238,640,5790,9172,2970,27482,757222.43,130.781076,115.470588,99,11.5830116,5.40540541,8.56521546,U,U,Group SMERF - U,U / U,30,2970,238,640,27482,5790,9172,757222.43,83,99,115.470588,130.781076,11.5830116,5.40540541,8.56521546
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001479312,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001479312
W,W,W,Wholesale - W,1,1,30,30,767,917,95,3658,88066.79,114.819804,121.933333,95,.386100386,.681353623,1.13463217,W,W,Wholesale - W,W / W,1,95,30,30,3658,767,917,88066.79,1,95,121.933333,114.819804,.386100386,.681353623,1.13463217
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
144,278,2426,3848,37941,51476,107.289306,125.676941,137.557175,,15449.66,304892.26,5219056.77,56.1265699,55.0987963,55.5984556,MONTH,Rooms Month to Date,Room Revenue Month to Date
