GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,3846,4473,0,0,672191.2,174.776703,0,0,0,0,4.82124054,A,A,Group Association- A,A / A,0,0,0,0,0,3846,4473,672191.2,0,0,0,174.776703,0,0,4.82124054
C,C,C,Group Corporate - C,1,1,152,158,3189,3367,179,27944,519965,163.049545,183.842105,179,.386100386,19.5624196,3.99764328,C,C,Corporate Group - C,C / C,1,179,152,158,27944,3189,3367,519965,1,179,183.842105,163.049545,.386100386,19.5624196,3.99764328
D,D,D,Discounts - D,90,155,189,310,11281,19745,14297.53,30539.24,1497203.45,132.719036,161.583280,158.861444,34.7490347,24.3243243,14.1415534,D,D,Discounts - D,D / D,90,14297.53,189,310,30539.24,11281,19745,1497203.45,155,158.861444,161.583280,132.719036,34.7490347,24.3243243,14.1415534
E,E,E,Consortium - E,1,1,4,4,1023,1047,174.25,735.25,179285.6,175.254741,183.8125,174.25,.386100386,.514800515,1.28240485,E,E,Consortium - E,E / E,1,174.25,4,4,735.25,1023,1047,179285.6,1,174.25,183.8125,175.254741,.386100386,.514800515,1.28240485
G,G,G,Rack - G,13,17,41,49,3631,4880,2563.6,8368.95,674603.5,185.790003,204.120732,197.2,5.01930502,5.27670528,4.55172241,G,G,Rack - G,G / G,13,2563.6,41,49,8368.95,3631,4880,674603.5,17,197.2,204.120732,185.790003,5.01930502,5.27670528,4.55172241
H,H,H,House Use - H,0,0,0,0,1,1,754.5,615.05,13555.24,13555.24,0,0,0,0,.001253573,H,H,House Use - H,H / H,0,754.5,0,0,615.05,1,1,13555.24,0,0,0,13555.24,0,0,.001253573
K,K,K,Package - K,4,7,8,14,847,1385,838,1722,150816.74,178.059906,215.25,209.5,1.54440154,1.02960103,1.06177606,K,K,Package - K,K / K,4,838,8,14,1722,847,1385,150816.74,7,209.5,215.25,178.059906,1.54440154,1.02960103,1.06177606
L,L,L,Local Corporate - L,6,6,10,10,476,483,844,1424,75110.65,157.795483,142.4,140.666667,2.31660232,1.28700129,.596700597,L,L,Local Corporate- L,L / L,6,844,10,10,1424,476,483,75110.65,6,140.666667,142.4,157.795483,2.31660232,1.28700129,.596700597
M,M,M,Government/Military - M,5,7,11,15,1175,1392,667,1465,162575.5,138.362128,133.181818,133.4,1.93050193,1.41570142,1.47294790,M,M,Government/Military - M,M / M,5,667,11,15,1465,1175,1392,162575.5,7,133.4,133.181818,138.362128,1.93050193,1.41570142,1.47294790
N,N,N,Complimentary - N,1,1,1,1,1329,1629,0,0,523.85,.394168548,0,0,.386100386,.128700129,1.66599809,N,N,Complimentary - N,N / N,1,0,1,1,0,1329,1629,523.85,1,0,0,.394168548,.386100386,.128700129,1.66599809
O,O,O,Contract/Other - O,23,23,60,60,6789,6838,2346,6120,697539.12,102.745488,102,102,8.88030888,7.72200772,8.51050494,O,O,Contract/Other - O,O / O,23,2346,60,60,6120,6789,6838,697539.12,23,102,102,102.745488,8.88030888,7.72200772,8.51050494
P,P,P,National Corporate - P,12,12,42,42,3233,3379,1963,6810,555156.2,171.715496,162.142857,163.583333,4.63320463,5.40540541,4.05280048,P,P,National Corporate- P,P / P,12,1963,42,42,6810,3233,3379,555156.2,12,163.583333,162.142857,171.715496,4.63320463,5.40540541,4.05280048
Q,Q,Q,Group Govt/Military - Q,0,0,0,0,989,1055,0,0,127475,128.892821,0,0,0,0,1.23978338,Q,Q,Group Govt/Military - Q,Q / Q,0,0,0,0,0,989,1055,127475,0,0,0,128.892821,0,0,1.23978338
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.013789300,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.013789300
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.129117986,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.129117986
U,U,U,Group SMERF - U,78,137,166,287,7167,10921,13398,28536,945126.33,131.871959,171.903614,171.769231,30.1158301,21.3642214,8.98435541,U,U,Group SMERF - U,U / U,78,13398,166,287,28536,7167,10921,945126.33,137,171.769231,171.903614,131.871959,30.1158301,21.3642214,8.98435541
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001253573,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001253573
W,W,W,Wholesale - W,4,4,15,15,937,1090,438.25,2185.75,110232.54,117.644120,145.716667,109.5625,1.54440154,1.93050193,1.17459760,W,W,Wholesale - W,W / W,4,438.25,15,15,2185.75,937,1090,110232.54,4,109.5625,145.716667,117.644120,1.54440154,1.93050193,1.17459760
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
238,371,699,965,46028,61834,161.609790,166.616938,138.970190,,38463.13,116465.24,6396519.92,57.6994434,89.9613900,91.8918919,MONTH,Rooms Month to Date,Room Revenue Month to Date
