GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2669,3164,0,0,461269.2,172.824728,0,0,0,0,4.05709421,A,A,Group Association- A,A / A,0,0,0,0,0,2669,3164,461269.2,0,0,0,172.824728,0,0,4.05709421
C,C,C,Group Corporate - C,0,0,0,0,2407,2568,0,0,391565,162.677607,0,0,0,0,3.65883319,C,C,Corporate Group - C,C / C,0,0,0,0,0,2407,2568,391565,0,0,0,162.677607,0,0,3.65883319
D,D,D,Discounts - D,118,258,607,1243,8666,15360,13270.78,69635.47,1144810.04,132.103628,114.720708,112.464237,45.5598456,23.4362934,13.1730155,D,D,Discounts - D,D / D,118,13270.78,607,1243,69635.47,8666,15360,1144810.04,258,112.464237,114.720708,132.103628,45.5598456,23.4362934,13.1730155
E,E,E,Consortium - E,3,3,18,20,778,796,344.25,2432,136580.95,175.553920,135.111111,114.75,1.15830116,.694980695,1.18262244,E,E,Consortium - E,E / E,3,344.25,18,20,2432,778,796,136580.95,3,114.75,135.111111,175.553920,1.15830116,.694980695,1.18262244
G,G,G,Rack - G,16,20,104,135,3020,4097,1981.25,14617.5,565196.5,187.151159,140.552885,123.828125,6.17760618,4.01544402,4.59064239,G,G,Rack - G,G / G,16,1981.25,104,135,14617.5,3020,4097,565196.5,20,123.828125,140.552885,187.151159,6.17760618,4.01544402,4.59064239
H,H,H,House Use - H,0,0,0,0,1,1,280,201.37,7721.14,7721.14,0,0,0,0,.001520080,H,H,House Use - H,H / H,0,280,0,0,201.37,1,1,7721.14,0,0,0,7721.14,0,0,.001520080
K,K,K,Package - K,10,24,24,49,752,1226,1420,3385,133794.74,177.918537,141.041667,142,3.86100386,.926640927,1.14310036,K,K,Package - K,K / K,10,1420,24,49,3385,752,1226,133794.74,24,142,141.041667,177.918537,3.86100386,.926640927,1.14310036
L,L,L,Local Corporate - L,0,0,0,0,407,413,0,0,64898.55,159.455897,0,0,0,0,.618672666,L,L,Local Corporate- L,L / L,0,0,0,0,0,407,413,64898.55,0,0,0,159.455897,0,0,.618672666
M,M,M,Government/Military - M,2,3,7,14,955,1124,262,917,133638,139.935079,131,131,.772200772,.270270270,1.45167665,M,M,Government/Military - M,M / M,2,262,7,14,917,955,1124,133638,3,131,131,139.935079,.772200772,.270270270,1.45167665
N,N,N,Complimentary - N,2,2,9,9,1271,1570,0,0,811.11,.638166798,0,0,.772200772,.347490347,1.93202201,N,N,Complimentary - N,N / N,2,0,9,9,0,1271,1570,811.11,2,0,0,.638166798,.772200772,.347490347,1.93202201
