GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,0,0,0,0,2646,3141,0,-2601,460552.2,174.056009,0,0,0,0,4.93537015,A,A,Group Association- A,A / A,0,0,0,0,-2601,2646,3141,460552.2,0,0,0,174.056009,0,0,4.93537015
C,C,C,Group Corporate - C,0,0,0,0,2243,2404,0,0,369777,164.858226,0,0,0,0,4.18368679,C,C,Corporate Group - C,C / C,0,0,0,0,0,2243,2404,369777,0,0,0,164.858226,0,0,4.18368679
D,D,D,Discounts - D,109,242,1187,2206,6733,11645,12676.5,139440.08,910113.37,135.172044,117.472687,116.298165,42.0849421,18.3320463,12.5585213,D,D,Discounts - D,D / D,109,12676.5,1187,2206,139440.08,6733,11645,910113.37,242,116.298165,117.472687,135.172044,42.0849421,18.3320463,12.5585213
E,E,E,Consortium - E,6,6,63,63,581,597,762.5,8555.75,107782.4,185.511876,135.805556,127.083333,2.31660232,.972972973,1.08369239,E,E,Consortium - E,E / E,6,762.5,63,63,8555.75,581,597,107782.4,6,127.083333,135.805556,185.511876,2.31660232,.972972973,1.08369239
G,G,G,Rack - G,1,1,173,290,2691,3589,150,23191.55,516791.75,192.044500,134.055202,150,.386100386,2.67181467,5.01930502,G,G,Rack - G,G / G,1,150,173,290,23191.55,2691,3589,516791.75,1,150,134.055202,192.044500,.386100386,2.67181467,5.01930502
H,H,H,House Use - H,0,0,1,1,1,1,-328.1,-2602.73,7012.71,7012.71,-2602.73,0,0,.015444015,.001865219,H,H,House Use - H,H / H,0,-328.1,1,1,-2602.73,1,1,7012.71,0,0,-2602.73,7012.71,0,.015444015,.001865219
K,K,K,Package - K,0,0,26,55,679,1100,0,3781,123049.74,181.222003,145.423077,0,0,.401544402,1.26648388,K,K,Package - K,K / K,0,0,26,55,3781,679,1100,123049.74,0,0,145.423077,181.222003,0,.401544402,1.26648388
L,L,L,Local Corporate - L,1,1,9,9,375,381,135,1557.79,59632.59,159.02024,173.087778,135,.386100386,.138996139,.699457221,L,L,Local Corporate- L,L / L,1,135,9,9,1557.79,375,381,59632.59,1,135,173.087778,159.02024,.386100386,.138996139,.699457221
M,M,M,Government/Military - M,2,2,55,60,861,1018,262,7295,121262,140.838560,132.636364,131,.772200772,.849420849,1.60595378,M,M,Government/Military - M,M / M,2,262,55,60,7295,861,1018,121262,2,131,132.636364,140.838560,.772200772,.849420849,1.60595378
N,N,N,Complimentary - N,2,2,108,108,1198,1496,0,224,811.11,.677053422,2.07407407,0,.772200772,1.66795367,2.23453267,N,N,Complimentary - N,N / N,2,0,108,108,224,1198,1496,811.11,2,0,2.07407407,.677053422,.772200772,1.66795367,2.23453267
O,O,O,Contract/Other - O,25,28,509,512,4636,4669,2652,52173,477321.12,102.959689,102.500982,106.08,9.65250965,7.86100386,8.64715647,O,O,Contract/Other - O,O / O,25,2652,509,512,52173,4636,4669,477321.12,28,106.08,102.500982,102.959689,9.65250965,7.86100386,8.64715647
P,P,P,National Corporate - P,9,10,115,126,2511,2646,1440.75,18889,438033.03,174.445651,164.252174,160.083333,3.47490347,1.77606178,4.68356555,P,P,National Corporate- P,P / P,9,1440.75,115,126,18889,2511,2646,438033.03,10,160.083333,164.252174,174.445651,3.47490347,1.77606178,4.68356555
Q,Q,Q,Group Govt/Military - Q,0,0,8,8,519,576,0,1048,70436,135.714836,131,0,0,.123552124,.968048794,Q,Q,Group Govt/Military - Q,Q / Q,0,0,8,8,1048,519,576,70436,0,0,131,135.714836,0,.123552124,.968048794
R,R,R,DO NOT USE,0,0,0,0,11,13,0,0,1913,173.909091,0,0,0,0,.020517412,R,R,DO NOT USE,R / R,0,0,0,0,0,11,13,1913,0,0,0,173.909091,0,0,.020517412
T,T,T,Group Tour/Travel - T,0,0,0,0,103,135,0,0,13247,128.611650,0,0,0,0,.192117583,T,T,Group Tour/Travel - T,T / T,0,0,0,0,0,103,135,13247,0,0,0,128.611650,0,0,.192117583
U,U,U,Group SMERF - U,2,2,1144,1287,4823,7564,238,124769,646079.43,133.957999,109.063811,119,.772200772,17.6679537,8.99595247,U,U,Group SMERF - U,U / U,2,238,1144,1287,124769,4823,7564,646079.43,2,119,109.063811,133.957999,.772200772,17.6679537,8.99595247
V,V,V,DO NOT USE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.001865219,V,V,DO NOT USE,V / V,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.001865219
W,W,W,Wholesale - W,0,0,22,22,706,847,0,2342,80798.29,114.445170,106.454545,0,0,.339768340,1.31684480,W,W,Wholesale - W,W / W,0,0,22,22,2342,706,847,80798.29,0,0,106.454545,114.445170,0,.339768340,1.31684480
S_DAY_ROOMS,S_DAY_PERSONS,S_MONTH_RMS,S_MONTH_PRS,S_YEAR_RMS,S_YEAR_PRS,S_DAY_ARR,S_MONTH_ARR,S_YEAR_ARR,LOGO,S_DAY_CREV,S_MONTH_CREV,S_YEAR_CREV,S_YTD_PER_OCC,S_MTD_PER_OCC,S_DAY_PER_OCC,CF_PERIOD_TEXT,CF_LEG_ROOMS_MTD,CF_LEG_REVENUE_MTD
157,294,3420,4747,31318,41823,114.577389,110.544573,140.641572,,17988.65,378062.44,4404612.74,58.4149367,52.8185328,60.6177606,MONTH,Rooms Month to Date,Room Revenue Month to Date
