GRP_SORT_ORDER,GRP1_CODE_DESC,PARENT_MARKET_CODE,MARKET_GROUP_DESCRIPTION,PM_DAY_ROOM,PM_DAY_PERSON,PM_MONTH_ROOM,PM_MONTH_PERSON,PM_YEAR_ROOM,PM_YEAR_PRS,PM_DAY_CREV,PM_MONTH_CREV,PM_YEAR_CREV,PM_YEAR_ARR,PM_MONTH_ARR,PM_DAY_ARR,PM_DAY_PER_OCC,PM_MTD_PER_OCC,PM_YTD_PER_OCC,GRP2_CODE,SUB_GRP_CODE_DESC,DESCRIPTION,GRAPH_X_CODE,ROOMS_DAY,ROOM_REV_DAY,ROOMS_MTD,GUEST_MTD,ROOM_REV_MTD,ROOMS_YTD,GUEST_YTD,ROOM_REV_YTD,GUEST_DAY,ADR_DAY,ADR_MTD,ADR_YTD,PER_OCC_DAY,PER_OCC_MTD,PER_OCC_YTD
A,A,A,Group Association - A,192,208,718,806,3703,4313,38208,131664,643336.2,173.733783,183.376045,199,74.1312741,13.8610039,4.86302629,A,A,Group Association- A,A / A,192,38208,718,806,131664,3703,4313,643336.2,208,199,183.376045,173.733783,74.1312741,13.8610039,4.86302629
C,C,C,Group Corporate - C,10,12,289,299,2792,2963,1990,47689,454098,162.642550,165.013841,199,3.86100386,5.57915058,3.66664040,C,C,Corporate Group - C,C / C,10,1990,289,299,47689,2792,2963,454098,12,199,165.013841,162.642550,3.86100386,5.57915058,3.66664040
D,D,D,Discounts - D,15,23,796,1391,10441,18350,3063.46,102918.45,1381618.23,132.326236,129.294535,204.230667,5.79150579,15.3667954,13.7118168,D,D,Discounts - D,D / D,15,3063.46,796,1391,102918.45,10441,18350,1381618.23,23,204.230667,129.294535,132.326236,5.79150579,15.3667954,13.7118168
E,E,E,Consortium - E,0,0,79,81,977,997,0,15081.15,171463.6,175.500102,190.900633,0,0,1.52509653,1.28306149,E,E,Consortium - E,E / E,0,0,79,81,15081.15,977,997,171463.6,0,0,190.900633,175.500102,0,1.52509653,1.28306149
G,G,G,Rack - G,5,5,170,223,3475,4673,1224,28649.56,647240.85,186.256360,168.526824,244.8,1.93050193,3.28185328,4.56360150,G,G,Rack - G,G / G,5,1224,170,223,28649.56,3475,4673,647240.85,5,244.8,168.526824,186.256360,1.93050193,3.28185328,4.56360150
H,H,H,House Use - H,0,0,0,0,1,1,-146,288.2,11753.84,11753.84,0,0,0,0,.001313267,H,H,House Use - H,H / H,0,-146,0,0,288.2,1,1,11753.84,0,0,0,11753.84,0,0,.001313267
K,K,K,Package - K,0,0,37,57,819,1333,0,6200,145204.74,177.295165,167.567568,0,0,.714285714,1.07556536,K,K,Package - K,K / K,0,0,37,57,6200,819,1333,145204.74,0,0,167.567568,177.295165,0,.714285714,1.07556536
L,L,L,Local Corporate - L,2,2,24,24,443,450,290,3497.46,70317.65,158.730587,145.7275,145,.772200772,.463320463,.581777112,L,L,Local Corporate- L,L / L,2,290,24,24,3497.46,443,450,70317.65,2,145,145.7275,158.730587,.772200772,.463320463,.581777112
M,M,M,Government/Military - M,2,2,44,54,1116,1317,262,5711.5,154749.5,138.664427,129.806818,131,.772200772,.849420849,1.46560555,M,M,Government/Military - M,M / M,2,262,44,54,5711.5,1116,1317,154749.5,2,131,129.806818,138.664427,.772200772,.849420849,1.46560555
N,N,N,Complimentary - N,0,0,22,22,1318,1618,0,-287.26,523.85,.397458270,-13.057273,0,0,.424710425,1.73088540,N,N,Complimentary - N,N / N,0,0,22,22,-287.26,1318,1618,523.85,0,0,-13.057273,.397458270,0,.424710425,1.73088540
